,description,google_link,link,name,search,thumbnail
432,"Indivisible Surprise Citizens Health Care Forum. Tell a friend; Share ... 17540 
Avenue of the Arts, Surprise, AZ (map). 33.643078 -112.304626. *****Caveat: I 
am ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Phoenix/events/238582172/&sa=U&ved=0ahUKEwjcksSSg4nTAhUmwYMKHYewCEgQFghBMAg&usg=AFQjCNGhuB-LhYr8nYGo4Pg812f5AXsMeA,https://www.meetup.com/Resist-Phoenix/events/238582172/,Indivisible Surprise Citizens Health Care Forum - #Resist: Phoenix ...,"Scottsdale , AZ indivisible",
437,Peninsula Indivisible is a diverse group of very concerned like-minded local ...,http://www.google.com/url?q=https://www.meetup.com/Peninsula-Indivisible/&sa=U&ved=0ahUKEwjC1euSg4nTAhXLxYMKHSdvAMgQFggkMAM&usg=AFQjCNETJ-0VB36SBsMXV3u8nfi_7YY2wA,https://www.meetup.com/Peninsula-Indivisible/,"Peninsula Indivisible (Yorktown, VA) | Meetup","Norfolk , VA indivisible",
439,"Indivisible Guide. 164295 likes · 48355 talking about this. Former congressional 
staffers reveal best practices for making Congress listen.",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/&sa=U&ved=0ahUKEwjC1euSg4nTAhXLxYMKHSdvAMgQFgg2MAU&usg=AFQjCNFpP9JwS_tGktBlAc8Dm2ZKHrp5oA,https://www.facebook.com/indivisibleguide/,Indivisible Guide - Home | Facebook,"Norfolk , VA indivisible",
440,"Indivisible 1st District Virginia. 235 likes · 2 talking about this. Political 
Organization.",http://www.google.com/url?q=https://www.facebook.com/Indivisible1stDistrictVirginia/&sa=U&ved=0ahUKEwjC1euSg4nTAhXLxYMKHSdvAMgQFgg7MAY&usg=AFQjCNGSgwIya3fjSu9lJF362xUf996DeQ,https://www.facebook.com/Indivisible1stDistrictVirginia/,Indivisible 1st District Virginia - Home | Facebook,"Norfolk , VA indivisible",
443,We used to be Leslie Knope's Madison Sit-Down. Welcome! We are taking a ...,http://www.google.com/url?q=https://www.meetup.com/Leslie-Knopes-Madison-Sit-Down/&sa=U&ved=0ahUKEwiWsaOTg4nTAhXs6oMKHWXPCqkQFggUMAA&usg=AFQjCNHl-e3uyD5JBLPyRWBp8jcCAK5clg,https://www.meetup.com/Leslie-Knopes-Madison-Sit-Down/,"Indivisible Madison (Madison, WI) | Meetup","Madison , WI indivisible",
444,"Mar 21, 2017 ... Indivisible Madison has been represented at most of the town halls we've had 
here in Wisconsin, and we've been making an effort to both ...",http://www.google.com/url?q=http://indivisiblemadison.org/&sa=U&ved=0ahUKEwiWsaOTg4nTAhXs6oMKHWXPCqkQFgggMAE&usg=AFQjCNG8izwiiTLHVUk6yNcKNNtO4mWrXw,http://indivisiblemadison.org/,"Indivisible Madison – Promoting values of inclusion, tolerance, and ...","Madison , WI indivisible",
445,"This page is a consolidation of Indivisible Madison and Madison Indivisible 
Against Hate. ... Indivisible Madison shared Wisconsin Progressive Alliance's 
event.",http://www.google.com/url?q=https://www.facebook.com/WeAreIndivisibleMadison/&sa=U&ved=0ahUKEwiWsaOTg4nTAhXs6oMKHWXPCqkQFggmMAI&usg=AFQjCNEC_t1WPYwAXFqwA5rzR6bvcNG0ng,https://www.facebook.com/WeAreIndivisibleMadison/,Indivisible Madison - Home | Facebook,"Madison , WI indivisible",
449,"THE WISCONSIN RESISTANCE ... Indivisible Wisconsin is a grassroots group of 
citizens inspired by the the principles of the .... (608) 264-5338 (Madison, WI)",http://www.google.com/url?q=https://www.indivisiblewi.com/&sa=U&ved=0ahUKEwiWsaOTg4nTAhXs6oMKHWXPCqkQFgg7MAY&usg=AFQjCNH1M8I18xvYljso1kWdXtl7QgUiww,https://www.indivisiblewi.com/,Indivisible Wisconsin,"Madison , WI indivisible",
454,"This is the group for members of Orlando Indivisible, used for organizing. ... Here 
is what I presented to the Florida Constitutional Review Commission at UCF, on ...",http://www.google.com/url?q=https://www.facebook.com/groups/OrlandoIndivisible/&sa=U&ved=0ahUKEwiTzcaTg4nTAhUD5YMKHUGNApcQFggZMAE&usg=AFQjCNGywzHTwDb-JcQQCZgxlPfFlD3Qkw,https://www.facebook.com/groups/OrlandoIndivisible/,Orlando Indivisible Members Public Group | Facebook,"Orlando , FL indivisible",
455,"Feb 19, 2017 ... Link to the Facebook event:https://www.facebook.com/events/
1558757914137715/ Public meeting for any/all members of Orlando Indivisible.",http://www.google.com/url?q=https://www.meetup.com/Resist-Orlando/events/237690830/&sa=U&ved=0ahUKEwiTzcaTg4nTAhUD5YMKHUGNApcQFggeMAI&usg=AFQjCNE41d5pubLVuPdUPdxZ1db0VJ79Tw,https://www.meetup.com/Resist-Orlando/events/237690830/,"Orlando Indivisible Public Meeting - #Resist: Orlando (Orlando, FL ...","Orlando , FL indivisible",
461,"Marshall Stern had an opportunity to meet with Tom Self – Senator Rubio's 
Coordinator in Orlando​Marshall Stern – Meeting MinutesMarch 30, 2017Report 
on ...",http://www.google.com/url?q=https://indivisiblecfl.org/&sa=U&ved=0ahUKEwiTzcaTg4nTAhUD5YMKHUGNApcQFgg_MAg&usg=AFQjCNFTkrpEqLwO14DnqXHgd1w6kMksJA,https://indivisiblecfl.org/,Indivisible Central Florida – The Central Florida Chapter of Indivisible,"Orlando , FL indivisible",
463,"Birmingham Indivisible. 480 likes · 4 ... Birmingham Indivisible shared Spencer 
Bowley's post. .... Court Finds Alabama's Racial Gerrymandering Unconstitutional
.",http://www.google.com/url?q=https://www.facebook.com/bham.indivisible/&sa=U&ved=0ahUKEwjt7emTg4nTAhXMxYMKHeeyCx8QFggUMAA&usg=AFQjCNF2627caOtDRaPyWCxtEhRB-uAM8Q,https://www.facebook.com/bham.indivisible/,Birmingham Indivisible - Home | Facebook,"Birmingham , AL indivisible",
464,"Indivisible Alabama is a non-partisan progressive movement that uses grassroots 
activism ... Tue 6:00 PM CDT · Beloved Community Church · Birmingham, AL.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleAL/&sa=U&ved=0ahUKEwjt7emTg4nTAhXMxYMKHeeyCx8QFggZMAE&usg=AFQjCNHKFfETEyaNPyOqkyTJiKzGN08iZw,https://www.facebook.com/IndivisibleAL/,Indivisible Alabama - Home | Facebook,"Birmingham , AL indivisible",
469,Birmingham Area Indivisible and Indivisible Alabama - District 6 meet here ...,http://www.google.com/url?q=https://www.meetup.com/Resist-Birmingham/&sa=U&ved=0ahUKEwjt7emTg4nTAhXMxYMKHeeyCx8QFgg2MAY&usg=AFQjCNHsOMEC8R0jwE7SOa8yFxEKlOMAbA,https://www.meetup.com/Resist-Birmingham/,"#Resist: Birmingham (Birmingham, AL) | Meetup","Birmingham , AL indivisible",
470,"Feb 25, 2017 ... Members of Indivisible Alabama - District 6 will be attending to ask 
Representative Palmer about his plans to represent his constituents during ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Birmingham/events/237827890/&sa=U&ved=0ahUKEwjt7emTg4nTAhXMxYMKHeeyCx8QFghCMAc&usg=AFQjCNEqq_KCH1kbHJSbMfJs339gkztDwQ,https://www.meetup.com/Resist-Birmingham/events/237827890/,Resist: Birmingham - Meetup,"Birmingham , AL indivisible",
472,"This will be the third General Meeting of Indivisible Baton Rouge. Indivisible is a 
... Sun 6:00 PM CDT · Main Library at Goodwood · Baton Rouge, LA. Community.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleBRLA/&sa=U&ved=0ahUKEwioopeUg4nTAhWa2YMKHe-YASwQFggUMAA&usg=AFQjCNHiUQX-kFtXSo9M-E2iXso8E7s6aw,https://www.facebook.com/IndivisibleBRLA/,Indivisible Baton Rouge - Home | Facebook,"Baton Rouge , LA indivisible",
476,"Mar 6, 2017 ... The Indivisible Baton Rouge group is having another meeting. Would be a good 
place to meet others and get started with this movement!",http://www.google.com/url?q=https://www.meetup.com/Resist-Baton-Rouge/events/238167967/&sa=U&ved=0ahUKEwioopeUg4nTAhWa2YMKHe-YASwQFggnMAQ&usg=AFQjCNGUNvUmv6Bha6ms4a5L9m0lxQL6FA,https://www.meetup.com/Resist-Baton-Rouge/events/238167967/,Indivisible Baton Rouge Meeting - #Resist: Baton Rouge (Baton ...,"Baton Rouge , LA indivisible",
480,"Indivisible Acadiana is a chapter of the Indivisible movement. ... We in the state of 
Louisiana also have much to resist in his agenda for the future of our state: his 
plan to gut healthcare and leave hundreds of ... Baton Rouge, LA 70808",http://www.google.com/url?q=https://indivisibleacadiana.com/&sa=U&ved=0ahUKEwioopeUg4nTAhWa2YMKHe-YASwQFgg-MAg&usg=AFQjCNG9tCp1oZrpR-J4dax3VKhm836Ujg,https://indivisibleacadiana.com/,Indivisible Acadiana,"Baton Rouge , LA indivisible",
485,"Transition Durham - A Resilient Community · Home · Members ... Indivisible: 
Building an Inclusive Movement. February 17 ... Durham, NC. Founded Jan 27 ...",http://www.google.com/url?q=https://www.meetup.com/Transition-Durham-A-Resilient-Community/events/237726888/&sa=U&ved=0ahUKEwiT6MWUg4nTAhXH1IMKHRXTBDwQFgglMAM&usg=AFQjCNGyiOJ5mZ0o7skZIyRDqmiDEatS8w,https://www.meetup.com/Transition-Durham-A-Resilient-Community/events/237726888/,Indivisible: Building an Inclusive Movement - Transition Durham - A ...,"Durham , NC indivisible",
486,"Indivisible: NC 6th Congressional District has 624 members. ... in Durham to 
resist the Trump regime, as well as what is happening in the NC General 
Assembly.",http://www.google.com/url?q=https://www.facebook.com/groups/IndivisibleNC6th/&sa=U&ved=0ahUKEwiT6MWUg4nTAhXH1IMKHRXTBDwQFggqMAQ&usg=AFQjCNEXeAUyVN3skw5ehAVx-KOkP59_lA,https://www.facebook.com/groups/IndivisibleNC6th/,Indivisible: NC 6th Congressional District Public Group | Facebook,"Durham , NC indivisible",
492,"Find your Texas State Rep Governor Greg Abbott (800) 843-5789 (512) ... Texas 
State Senate District 4–Senator Brandon Creighton .... Laredo TX 78042",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwid1OyUg4nTAhWD5YMKHbmpC2MQFggUMAA&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,"Laredo , TX indivisible",
493,"Information for members of Southeast Texas Indivisible and anyone interested in 
resisting... ... Rally at the Border Laredo, March 25th from 3-6pm. This event is ...",http://www.google.com/url?q=https://www.facebook.com/setxindivisible/&sa=U&ved=0ahUKEwid1OyUg4nTAhWD5YMKHbmpC2MQFggZMAE&usg=AFQjCNFPF00_mhZlWnT5ZDZo2Zbx0rWb_A,https://www.facebook.com/setxindivisible/,Southeast Texas Indivisible - Home | Facebook,"Laredo , TX indivisible",
506,"Feb 1, 2017 ... This closely mirrors district office visits in the Indivisible Group Toolkit. ... by Texas 
state senator Charles Perry (R-Lubbock) and seeks to require ...",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/02/01/an-immigration-attorney-and-an-activist-scholar-explain-why-sb4-is-a-terrible-idea-and-what-you-can-do-to-stop-it/&sa=U&ved=0ahUKEwj6g5mVg4nTAhUm8IMKHTW2CYkQFggwMAU&usg=AFQjCNEnBnXUtRlMj0RUIoy9d6_ImHOqMg,https://www.indivisibleaustin.com/2017/02/01/an-immigration-attorney-and-an-activist-scholar-explain-why-sb4-is-a-terrible-idea-and-what-you-can-do-to-stop-it/,An Immigration Attorney and an Activist Scholar ... - Indivisible Austin,"Lubbock , TX indivisible",
507,"Feb 1, 2017 ... We're trying here in Lubbock, TX, but cannot get through. No more room for 
messages, and when we select 3 to speak to a member of his staff, ...",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/02/01/urgent-call-cornyn-on-betsy-devos-wed-afternoon/&sa=U&ved=0ahUKEwj6g5mVg4nTAhUm8IMKHTW2CYkQFgg2MAY&usg=AFQjCNHSEp5eWc8KdUmovV6SFwPawcpbzQ,https://www.indivisibleaustin.com/2017/02/01/urgent-call-cornyn-on-betsy-devos-wed-afternoon/,"URGENT: Call Cornyn on Betsy DeVos, well, always – INDIVISIBLE ...","Lubbock , TX indivisible",
508,"Our new affiliate, TX Lege Indivisible, has a writeup on Trump's overturning of ..... 
was introduced by Texas state senator Charles Perry (R-Lubbock) and seeks to ...",http://www.google.com/url?q=https://www.indivisibleaustin.com/category/txlege/&sa=U&ved=0ahUKEwj6g5mVg4nTAhUm8IMKHTW2CYkQFgg8MAc&usg=AFQjCNF2IymWUBxDopMR76irVXxs5QAQTA,https://www.indivisibleaustin.com/category/txlege/,TXLEGE – INDIVISIBLE AUSTIN,"Lubbock , TX indivisible",
509,"Jan 29, 2017 ... Updates: Michael McCaul (TX-10) is reported to have helped draft the executive 
order, says ... Read TX-10 Indivisible's statement on McCaul.",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/&sa=U&ved=0ahUKEwj6g5mVg4nTAhUm8IMKHTW2CYkQFghBMAg&usg=AFQjCNH1pIeIGFJ8e4d2XVgiPgf7mFuJbQ,https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/,"Actions for January 30 – February 5, 2017 – INDIVISIBLE AUSTIN","Lubbock , TX indivisible",
512,"This is a startup meeting for the local Indivisible 757 group. If you are unfamiliar 
with Indivisible, you can search for the document online. ... Chesapeake, VA.",http://www.google.com/url?q=https://www.meetup.com/en-AU/Energize-and-activate-chesapeake/events/237418382/&sa=U&ved=0ahUKEwjQ3cGVg4nTAhUn2IMKHZ_TCWMQFggaMAE&usg=AFQjCNGzftAS-5PTrNyLQ-QO7JTUBtVtYw,https://www.meetup.com/en-AU/Energize-and-activate-chesapeake/events/237418382/,Indivisible 757 - Energize and Activate Chesapeake! (Chesapeake ...,"Chesapeake , VA indivisible",
513,"Energize and Activate Chesapeake! Home · Members ... Indivisible. 6 days ago · 
4:00 PM. Indivisible. Discuss upcoming visit by Scott Taylor ... Chesapeake, VA.",http://www.google.com/url?q=https://www.meetup.com/en-AU/Energize-and-activate-chesapeake/events/237633207/&sa=U&ved=0ahUKEwjQ3cGVg4nTAhUn2IMKHZ_TCWMQFggfMAI&usg=AFQjCNGYsdFdsET7L_gO-mAzlS_jS2YRyg,https://www.meetup.com/en-AU/Energize-and-activate-chesapeake/events/237633207/,"Indivisible - Energize and Activate Chesapeake! (Chesapeake, VA ...","Chesapeake , VA indivisible",
515,#Resist: Chesapeake ... Indivisible Congressional District 4. Sat Apr 1 3:00 ...,http://www.google.com/url?q=https://www.meetup.com/Resist-Chesapeake/&sa=U&ved=0ahUKEwjQ3cGVg4nTAhUn2IMKHZ_TCWMQFggqMAQ&usg=AFQjCNEUHSRvMmhsP80uTW7jpSzv_HvDnQ,https://www.meetup.com/Resist-Chesapeake/,"#Resist: Chesapeake (Chesapeake, VA) | Meetup","Chesapeake , VA indivisible",
520,"Meetups in Chula Vista. These are just some of the different ... 50 miles; 100 
miles; any distance. of. Chula Vista, CA ... Hillcrest Indivisible. We're 626 Activists.",http://www.google.com/url?q=https://www.meetup.com/cities/us/ca/chula_vista/&sa=U&ved=0ahUKEwiyweuVg4nTAhWd3oMKHfWmAzwQFggUMAA&usg=AFQjCNH4Rj5lQfrmo23tY4VaHoNevplEbQ,https://www.meetup.com/cities/us/ca/chula_vista/,"Meetups near Chula Vista, California | Meetup","Chula Vista , CA indivisible",
522,"Chula Vista Democratic Club ... March 28 at 6:05pm · San Diego, CA. Great 
report on CNN featuring us this morning in Vista & about Indivisible & the 
Resistance ...",http://www.google.com/url?q=https://www.facebook.com/groups/sdindivisible/&sa=U&ved=0ahUKEwiyweuVg4nTAhWd3oMKHfWmAzwQFggfMAI&usg=AFQjCNEWQ3KRpxnjvqXXEhZec_8Mb7eSeQ,https://www.facebook.com/groups/sdindivisible/,San Diego Indivisible - Downtown GROUP Public Group | Facebook,"Chula Vista , CA indivisible",
531,"Jan 29, 2017 ... Updates: Michael McCaul (TX-10) is reported to have helped draft the ... 
Republicans held up Merrick Garland's confirmation for a year.",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/&sa=U&ved=0ahUKEwjg4pqWg4nTAhUB5oMKHdl9AUQQFggaMAE&usg=AFQjCNH1pIeIGFJ8e4d2XVgiPgf7mFuJbQ,https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/,"Actions for January 30 – February 5, 2017 – INDIVISIBLE AUSTIN","Garland , TX indivisible",
532,"Michael McCaul (TX-10) is reported to have helped draft the executive order, 
says it's only the ... Republicans held up Merrick Garland's confirmation for a year
.",http://www.google.com/url?q=https://www.indivisibleaustin.com/category/lets-go/&sa=U&ved=0ahUKEwjg4pqWg4nTAhUB5oMKHdl9AUQQFgggMAI&usg=AFQjCNFI5SRmx5Qz_YRe74dfrv1Ia7evlA,https://www.indivisibleaustin.com/category/lets-go/,Let's Go! – INDIVISIBLE AUSTIN,"Garland , TX indivisible",
533,"Indivisible: Resisting the Trump agenda Dallas, TX. 217 likes. Please click on the 
website link to begin the process of engagement against the Trump...",http://www.google.com/url?q=https://www.facebook.com/indivisibleguideDallasTx/&sa=U&ved=0ahUKEwjg4pqWg4nTAhUB5oMKHdl9AUQQFgglMAM&usg=AFQjCNFGqMLko-BwtIxLdqLlBTLwJGHHkA,https://www.facebook.com/indivisibleguideDallasTx/,"Indivisible: Resisting the Trump agenda Dallas, TX - Home | Facebook","Garland , TX indivisible",
535,"The Liberty Tree believes that we must be vigilant, visible and vocal. Our ...",http://www.google.com/url?q=https://www.meetup.com/DFWlibertytree/&sa=U&ved=0ahUKEwjg4pqWg4nTAhUB5oMKHdl9AUQQFggwMAU&usg=AFQjCNHpGFGicFYnG4C45KudgH5A9n0lQw,https://www.meetup.com/DFWlibertytree/,"Indivisible (Liberty Tree) - DFW (Plano, TX) | Meetup","Garland , TX indivisible",
544,"Piedmont NC group dedicated to resisting the Trump agenda & holding ... Sat 7:
00 AM EDT · 421 NW 27th St, Winston-Salem, NC 27105, United States. Causes.",http://www.google.com/url?q=https://www.facebook.com/indivisiblepiedmontncpage/&sa=U&ved=0ahUKEwiCnsKWg4nTAhVk2oMKHe-7DbwQFggsMAQ&usg=AFQjCNGE7Q1QkTETaiQoNVgzGfhhsXz-cA,https://www.facebook.com/indivisiblepiedmontncpage/,Indivisible Piedmont NC - Home | Facebook,"Winston-Salem , NC indivisible",
545,"Piedmont NC group dedicated to resisting the Trump agenda & holding 
government officials... ... Let's have some fun and enjoy downtown Winston-
Salem!",http://www.google.com/url?q=https://www.facebook.com/indivisiblepiedmontncpage/%3Fhc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwiCnsKWg4nTAhVk2oMKHe-7DbwQFggxMAU&usg=AFQjCNFBgwKuzpWFTXJBnSP18iXKsS6MrQ,https://www.facebook.com/indivisiblepiedmontncpage/?hc_ref=PAGES_TIMELINE,Indivisible Piedmont NC | Facebook,"Winston-Salem , NC indivisible",
548,"Jan 30, 2017 ... Indivisible Piedmont NC will have its next meeting on Saturday, 2/4 at 1:00 at 
Green Street United Methodist Church in W-S. Hope to see some ...",http://www.google.com/url?q=https://www.meetup.com/Post-Election-Support-Group-Meetup/messages/boards/thread/50559790&sa=U&ved=0ahUKEwiCnsKWg4nTAhVk2oMKHe-7DbwQFgg_MAg&usg=AFQjCNF7YPgv9XUexFQ2g5Z6S_YwX09nyQ,https://www.meetup.com/Post-Election-Support-Group-Meetup/messages/boards/thread/50559790,Indivisible Piedmont NC - The Social/Political Exchange (Winston ...,"Winston-Salem , NC indivisible",
553,"Feb 19, 2017 ... Las Vegas, NV Post #: 1. All: If you have not read the Indivisible Book, please visit 
www.indivisibleguide.com and download the PDF. Written by ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Las-Vegas/messages/boards/thread/50614605&sa=U&ved=0ahUKEwi2q-qWg4nTAhVm_4MKHVt3CyoQFggkMAM&usg=AFQjCNF74-CEOUFDBBBPKlV-vZ-RDoT5qg,https://www.meetup.com/Resist-Las-Vegas/messages/boards/thread/50614605,"Indivisible - #Resist: Las Vegas (Las Vegas, NV) | Meetup","North Las Vegas , NV indivisible",
554,"Indivisible Guide. 164295 likes · 48355 talking about this. Former congressional 
staffers reveal best practices for making Congress listen.",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/&sa=U&ved=0ahUKEwi2q-qWg4nTAhVm_4MKHVt3CyoQFggqMAQ&usg=AFQjCNFpP9JwS_tGktBlAc8Dm2ZKHrp5oA,https://www.facebook.com/indivisibleguide/,Indivisible Guide - Home | Facebook,"North Las Vegas , NV indivisible",
555,"Indivisible Guide. 164033 likes · 56183 talking about this. Former congressional 
staffers reveal best practices for making Congress listen.",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/%3Fhc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwi2q-qWg4nTAhVm_4MKHVt3CyoQFggvMAU&usg=AFQjCNElfOfc4r9FvElb3JcRQOiLjmKlGw,https://www.facebook.com/indivisibleguide/?hc_ref=PAGES_TIMELINE,Indivisible Guide - Home | Facebook,"North Las Vegas , NV indivisible",
558,"Change will not come if we wait for some other person or some other time. We 
are the ones we've been waiting for. We are the change that we seek. ” — PRES.",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Reno/&sa=U&ved=0ahUKEwjftpiXg4nTAhWP0YMKHfEsDoIQFggUMAA&usg=AFQjCNGMCRLNUA3W9cpxiv9MljXC-MYPHQ,https://www.meetup.com/Indivisible-Reno/,"Indivisible Reno (Reno, NV) | Meetup","Reno , NV indivisible",
559,"Feb 1, 2017 ... Then come join ""Indivisible Reno"" and get involved! We are non partisan 
individuals fighting for all against the Trump and his administration.",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Reno/events/237245875/&sa=U&ved=0ahUKEwjftpiXg4nTAhWP0YMKHfEsDoIQFggZMAE&usg=AFQjCNE_bd-y7ZyMKBHhbak4onvzQPA1ug,https://www.meetup.com/Indivisible-Reno/events/237245875/,"Indivisible Reno - Meeting - Indivisible Reno (Reno, NV) | Meetup","Reno , NV indivisible",
560,"Jan 25, 2017 ... Then come join ""Indivisible Reno"" and get involved! ... NOT silent and this is not 
the end of activist supporting each other to create a better NV.",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Reno/events/236812555/&sa=U&ved=0ahUKEwjftpiXg4nTAhWP0YMKHfEsDoIQFggfMAI&usg=AFQjCNHgVt_vWksu23pfi9pm6__7ZNsCLA,https://www.meetup.com/Indivisible-Reno/events/236812555/,"Indivisible Reno Organizing Meeting - Indivisible Reno (Reno, NV ...","Reno , NV indivisible",
561,"4635 Longley Ln #109 , Reno, NV 89502-7944, United States ... the strategies 
and principles from Indivisible: A Practical Guide to Resisting the Trump Agenda
 ...",http://www.google.com/url?q=https://www.facebook.com/events/1187451597969421/&sa=U&ved=0ahUKEwjftpiXg4nTAhWP0YMKHfEsDoIQFgglMAM&usg=AFQjCNHAZMsbMNRAhCuF2xAmsoBlNfbGuQ,https://www.facebook.com/events/1187451597969421/,Indivisible Reno Organizing Meeting - Facebook,"Reno , NV indivisible",
570,"End: March 18, 2017• 3:00 PM Joe's Farm Grill• 3000 E Ray Rd, Gilbert, AZ 
85296. ... East Valley Indivisible shared Adam Parkhomenko's post. · January 14 ·
.",http://www.google.com/url?q=https://www.facebook.com/EastValleyIndivisible/%3Fhc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwjCjbqXg4nTAhVkxoMKHfC1CDIQFggeMAI&usg=AFQjCNG_2bskjYQq3sOs5PuQBt32chFX-g,https://www.facebook.com/EastValleyIndivisible/?hc_ref=PAGES_TIMELINE,East Valley Indivisible | Facebook,"Gilbert, AZ indivisible",
571,"... this · 21 were here. East Valley Democrats include Mesa, Gilbert, Apache 
Junction, Queen Creek, and. ... February 28 ·. From ""Indivisible: Arizona's 5th 
District"".",http://www.google.com/url?q=https://www.facebook.com/evdems/&sa=U&ved=0ahUKEwjCjbqXg4nTAhVkxoMKHfC1CDIQFggjMAM&usg=AFQjCNG3AbEGBh3urZYhxkYXzh-ugcvmCA,https://www.facebook.com/evdems/,East Valley Democrats - Home | Facebook,"Gilbert, AZ indivisible",
572,Concerned about where the country is heading? You're not alone. Join others ...,http://www.google.com/url?q=https://www.meetup.com/Resist-Gilbert/&sa=U&ved=0ahUKEwjCjbqXg4nTAhVkxoMKHfC1CDIQFggpMAQ&usg=AFQjCNFsORxT0E5fwJksn4MpBRhn4pwPiQ,https://www.meetup.com/Resist-Gilbert/,"#Resist: Gilbert (Gilbert, AZ) | Meetup","Gilbert, AZ indivisible",
588,"Indivisible Arlington is a group of concerned citizens who will call elected officials
, ..... into Trump's treasonous collusion with Russia and save VA public schools.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleARL/&sa=U&ved=0ahUKEwiapImYg4nTAhXn4IMKHbP8DsUQFggUMAA&usg=AFQjCNG9nm260qsT0Sm2Vuyde7fscTDuNg,https://www.facebook.com/IndivisibleARL/,Indivisible Arlington - Home | Facebook,"Arlington, VA indivisible",
591,"The State of Indivisible. So what has Indivisible been up to since our launch? You 
may be surprised. And you may want to get involved. Learn More ...",http://www.google.com/url?q=https://www.indivisible.us/&sa=U&ved=0ahUKEwiapImYg4nTAhXn4IMKHbP8DsUQFgglMAM&usg=AFQjCNH29TPsxAgL5mrLUjOvTmLzOnvKwg,https://www.indivisible.us/,Indivisible: Home,"Arlington, VA indivisible",
595,"April 1: March for Health Saturday, April 1 | 11:00 am-5:00 pm Join us as we 
march for equitable, affordable, quality healthcare for all. Our march will begin at
 ...",http://www.google.com/url?q=https://indivisiblearlingtonva.com/&sa=U&ved=0ahUKEwiapImYg4nTAhXn4IMKHbP8DsUQFgg_MAc&usg=AFQjCNHW975Jqs5YBJFfIQTOqiQLN8xllA,https://indivisiblearlingtonva.com/,"INDIVISIBLE ARLINGTON, VA | #StandIndivisible Against Trump","Arlington, VA indivisible",
596,"Feb 11, 2017 ... Free forum : This is the Arlington VA Indivisible group forum.",http://www.google.com/url?q=http://indivisiblearl.forumotion.com/&sa=U&ved=0ahUKEwiapImYg4nTAhXn4IMKHbP8DsUQFghEMAg&usg=AFQjCNHaRkHTXmzw5gnpQE2Dido1xGc1mw,http://indivisiblearl.forumotion.com/,Free forum : Arlington VA Indivisible,"Arlington, VA indivisible",
598,"Akron Indivisible Defense. 228 likes · 20 talking about this. A grassroots group in 
Akron, OH determined to voice our concerns to our elected officials...",http://www.google.com/url?q=https://www.facebook.com/AkronIndivisibleDefense/&sa=U&ved=0ahUKEwiF7aeYg4nTAhUk74MKHfJDDNsQFggUMAA&usg=AFQjCNHLGtQueSA1jMevwCOHQqqGIgyQqQ,https://www.facebook.com/AkronIndivisibleDefense/,Akron Indivisible Defense - Home | Facebook,"Akron , OH indivisible",
599,"Akron Indivisible Defense. 227 likes · 37 talking about this. A grassroots group in 
Akron, OH determined to voice our concerns to our elected officials...",http://www.google.com/url?q=https://www.facebook.com/AkronIndivisibleDefense/%3Fhc_ref%3DPAGES_TIMELINE%26fref%3Dnf&sa=U&ved=0ahUKEwiF7aeYg4nTAhUk74MKHfJDDNsQFggZMAE&usg=AFQjCNHsMoquZEzpdZvvyCpsKIllWW6q3Q,https://www.facebook.com/AkronIndivisibleDefense/?hc_ref=PAGES_TIMELINE&fref=nf,Akron Indivisible Defense - Home | Facebook,"Akron , OH indivisible",
