,bioguide_id,birthday,chamber,contact_form,crp_id,district,facebook_id,fax,fec_ids,first_name,gender,govtrack_id,icpsr_id,in_office,last_name,leadership_role,lis_id,middle_name,name_suffix,nickname,oc_email,ocd_id,office,other_names,party,phone,senate_class,state,state_name,state_rank,term_end,term_start,thomas_id,title,twitter_id,votesmart_id,website,youtube_id
137,S001192,1960-07-15,house,None,N00033932,2,RepChrisStewart,801-364-5551,[u'H2UT02324'],Chris,M,412581,21367,True,Stewart,None,,None,None,None,Rep.Stewart@opencongress.org,ocd-division/country:us/state:ut/cd:2,323 Cannon House Office Building,,R,202-225-9730,,UT,Utah,,2019-01-03,2017-01-03,02168,Rep,RepChrisStewart,135930,http://stewart.house.gov,repchrisstewart
138,V000132,1963-02-13,house,None,N00034349,34,USCongressmanFilemonVela,202-225-9770,[u'H2TX27190'],Filemon,M,412580,21366,True,Vela,None,,None,None,None,Rep.Vela@opencongress.org,ocd-division/country:us/state:tx/cd:34,437 Cannon House Office Building,,D,202-225-9901,,TX,Texas,,2019-01-03,2017-01-03,02167,Rep,RepFilemonVela,137719,https://vela.house.gov,None
139,V000131,1971-01-03,house,None,N00033839,33,CongressmanMarcVeasey,202-225-9702,[u'H2TX33073'],Marc,M,412579,21365,True,Veasey,None,,A.,None,None,Rep.Veasey@opencongress.org,ocd-division/country:us/state:tx/cd:33,1519 Longworth House Office Building,,D,202-225-9897,,TX,Texas,,2019-01-03,2017-01-03,02166,Rep,RepVeasey,49671,http://veasey.house.gov,marcveasey
140,W000816,1949-09-13,house,None,N00030602,25,RepRogerWilliams,512-473-8946,"[u'H2TX33040', u'S2TX00270']",Roger,M,412578,21364,True,Williams,None,,None,None,None,Rep.Williams@opencongress.org,ocd-division/country:us/state:tx/cd:25,1323 Longworth House Office Building,,R,202-225-9896,,TX,Texas,,2019-01-03,2017-01-03,02165,Rep,RepRWilliams,50112,http://williams.house.gov,None
141,C001091,1974-09-16,house,None,N00033316,20,326420614138023,202-225-1915,[u'H2TX35011'],Joaquin,M,412576,21362,True,Castro,None,,None,None,None,Rep.Castro@opencongress.org,ocd-division/country:us/state:tx/cd:20,1221 Longworth House Office Building,,D,202-225-3236,,TX,Texas,,2019-01-03,2017-01-03,02163,Rep,JoaquinCastrotx,49227,https://castro.house.gov,JoaquinCastroTX
142,O000170,1972-09-26,house,None,N00033540,16,betoorourketx16,None,[u'H2TX16185'],Beto,M,412575,21361,True,O'Rourke,None,,None,None,None,Rep.Orourke@opencongress.org,ocd-division/country:us/state:tx/cd:16,1330 Longworth House Office Building,,D,202-225-4831,,TX,Texas,,2019-01-03,2017-01-03,02162,Rep,RepBetoORourke,78533,http://orourke.house.gov,betoorourketx16
143,W000814,1953-07-02,house,None,N00033539,14,TXRandy14,202-225-0271,[u'H2TX14149'],Randy,M,412574,21360,True,Weber,None,,K.,None,None,Rep.Weber@opencongress.org,ocd-division/country:us/state:tx/cd:14,1708 Longworth House Office Building,,R,202-225-2831,,TX,Texas,,2019-01-03,2017-01-03,02161,Rep,TXRandy14,102026,http://weber.house.gov,TXRandy14
144,C001098,1970-12-22,senate,http://www.cruz.senate.gov/?p=email_senator,N00033085,None,SenatorTedCruz,202-228-3398,[u'S2TX00312'],Ted,M,412573,41304,True,Cruz,None,S355,None,None,None,Sen.Cruz@opencongress.org,ocd-division/country:us/state:tx,404 Russell Senate Office Building,,R,202-224-5922,1,TX,Texas,junior,2019-01-03,2013-01-03,02175,Sen,SenTedCruz,135705,https://www.cruz.senate.gov,sentedcruz
145,R000597,1957-08-04,house,None,N00033832,7,reptomrice,None,[u'H2SC07066'],Tom,M,412572,21359,True,Rice,None,,None,None,None,Rep.Rice@opencongress.org,ocd-division/country:us/state:sc/cd:7,223 Cannon House Office Building,,R,202-225-9895,,SC,South Carolina,,2019-01-03,2017-01-03,02160,Rep,RepTomRice,132382,http://rice.house.gov,RepTomRice
146,C001090,1961-05-01,house,None,N00034128,17,CongressmanMattCartwright,570-341-1055,[u'H2PA17079'],Matthew,M,412571,21358,True,Cartwright,None,,A.,None,None,Rep.Cartwright@opencongress.org,ocd-division/country:us/state:pa/cd:17,1034 Longworth House Office Building,,D,202-225-5546,,PA,Pennsylvania,,2019-01-03,2017-01-03,02159,Rep,RepCartwright,136236,http://cartwright.house.gov,None
147,R000598,1962-04-25,house,None,N00031253,12,keithrothfus,202-225-5709,[u'H0PA04220'],Keith,M,412570,21357,True,Rothfus,None,,J.,None,None,Rep.Rothfus@opencongress.org,ocd-division/country:us/state:pa/cd:12,1205 Longworth House Office Building,,R,202-225-2065,,PA,Pennsylvania,,2019-01-03,2017-01-03,02158,Rep,KeithRothfus,119466,https://rothfus.house.gov,reprothfus
148,P000605,1962-05-27,house,None,N00034120,4,repscottperry,202-226-1000,[u'H2PA04135'],Scott,M,412569,21356,True,Perry,None,,None,None,None,Rep.Perry@opencongress.org,ocd-division/country:us/state:pa/cd:4,1207 Longworth House Office Building,,R,202-225-5836,,PA,Pennsylvania,,2019-01-03,2017-01-03,02157,Rep,RepScottPerry,59980,http://perry.house.gov,RepScottPerry
149,M001190,1977-07-26,house,None,N00033410,2,RepMullin,202-225-3038,[u'H2OK02083'],Markwayne,M,412568,21355,True,Mullin,None,,None,None,None,Rep.Mullin@opencongress.org,ocd-division/country:us/state:ok/cd:2,1113 Longworth House Office Building,,R,202-225-2701,,OK,Oklahoma,,2019-01-03,2017-01-03,02156,Rep,RepMullin,135898,https://mullin.house.gov,None
150,B001283,1975-06-15,house,None,N00033532,1,CongressmanJimBridenstine,918-935-2716,[u'H2OK01143'],Jim,M,412567,21354,True,Bridenstine,None,,None,None,None,Rep.Bridenstine@opencongress.org,ocd-division/country:us/state:ok/cd:1,216 Cannon House Office Building,,R,202-225-2211,,OK,Oklahoma,,2019-01-03,2017-01-03,02155,Rep,RepJBridenstine,135894,http://bridenstine.house.gov,RepJimBridenstine
151,J000295,1957-03-17,house,None,N00035007,14,RepDaveJoyce,202-225-3307,[u'H2OH14064'],David,M,412566,21353,True,Joyce,None,,P.,None,None,Rep.Joyce@opencongress.org,ocd-division/country:us/state:oh/cd:14,1124 Longworth House Office Building,,R,202-225-5731,,OH,Ohio,,2019-01-03,2017-01-03,02154,Rep,RepDaveJoyce,143052,https://joyce.house.gov,repdavejoyce
152,B001281,1950-03-12,house,None,N00033904,3,RepJoyceBeatty,202-225-1984,[u'H2OH03125'],Joyce,F,412565,21352,True,Beatty,None,,None,None,None,Rep.Beatty@opencongress.org,ocd-division/country:us/state:oh/cd:3,133 Cannon House Office Building,,D,202-225-4324,,OH,Ohio,,2019-01-03,2017-01-03,02153,Rep,RepBeatty,2427,http://beatty.house.gov,None
153,W000815,1958-06-17,house,None,N00033310,2,RepBradWenstrup,202-225-1992,[u'H2OH02085'],Brad,M,412564,21351,True,Wenstrup,None,,R.,None,None,Rep.Wenstrup@opencongress.org,ocd-division/country:us/state:oh/cd:2,2419 Rayburn House Office Building,,R,202-225-3164,,OH,Ohio,,2019-01-03,2017-01-03,02152,Rep,RepBradWenstrup,135326,http://wenstrup.house.gov,repbradwenstrup
154,C001092,1950-05-20,house,None,N00001285,27,RepChrisCollins,202-225-5910,[u'H8NY29032'],Chris,M,412563,21345,True,Collins,None,,None,None,None,Rep.Chriscollins@opencongress.org,ocd-division/country:us/state:ny/cd:27,1117 Longworth House Office Building,,R,202-225-5265,,NY,New York,,2019-01-03,2017-01-03,02151,Rep,RepChrisCollins,139770,https://chriscollins.house.gov,RepChrisCollins
155,M001185,1966-07-30,house,None,N00034277,18,RepSeanMaloney,202-225-3289,[u'H2NY22139'],Sean,M,412562,21344,True,Maloney,None,,Patrick,None,None,Rep.Seanmaloney@opencongress.org,ocd-division/country:us/state:ny/cd:18,1027 Longworth House Office Building,,D,202-225-5441,,NY,New York,,2019-01-03,2017-01-03,02150,Rep,RepSeanMaloney,139760,http://seanmaloney.house.gov,None
156,J000294,1970-08-04,house,None,N00033640,8,RepHakeemJeffries,None,[u'H2NY10092'],Hakeem,M,412561,21343,True,Jeffries,None,,S.,None,None,Rep.Jeffries@opencongress.org,ocd-division/country:us/state:ny/cd:8,1607 Longworth House Office Building,,D,202-225-5936,,NY,New York,,2019-01-03,2017-01-03,02149,Rep,RepJeffries,55285,http://jeffries.house.gov,None
157,M001188,1975-10-01,house,None,N00034547,6,repgracemeng,202-225-1589,[u'H2NY06116'],Grace,F,412560,21342,True,Meng,None,,None,None,None,Rep.Meng@opencongress.org,ocd-division/country:us/state:ny/cd:6,1317 Longworth House Office Building,,D,202-225-2601,,NY,New York,,2019-01-03,2017-01-03,02148,Rep,RepGraceMeng,69157,http://meng.house.gov,None
158,L000580,1959-10-24,house,None,N00029400,1,RepLujanGrisham,202-225-4975,[u'H8NM01257'],Michelle,F,412558,21341,True,Lujan Grisham,None,,None,None,None,Rep.Lujangrisham@opencongress.org,ocd-division/country:us/state:nm/cd:1,214 Cannon House Office Building,,D,202-225-6316,,NM,New Mexico,,2019-01-03,2017-01-03,02146,Rep,RepLujanGrisham,102404,https://lujangrisham.house.gov,RepLujanGrisham
159,K000382,1956-09-05,house,None,N00030875,2,CongresswomanAnnieKuster,202-225-2946,[u'H0NH02181'],Ann,F,412557,21340,True,Kuster,None,,M.,None,None,Rep.Kuster@opencongress.org,ocd-division/country:us/state:nh/cd:2,137 Cannon House Office Building,,D,202-225-5206,,NH,New Hampshire,,2019-01-03,2017-01-03,02145,Rep,RepAnnieKuster,122256,http://kuster.house.gov,RepKuster
160,F000463,1951-03-01,senate,http://www.fischer.senate.gov/public/index.cfm/contact,N00033443,None,senatordebfischer,202-228-1325,[u'S2NE00094'],Deb,F,412556,41302,True,Fischer,None,S357,None,None,None,Sen.Fischer@opencongress.org,ocd-division/country:us/state:ne,454 Russell Senate Office Building,,R,202-224-6551,1,NE,Nebraska,senior,2019-01-03,2013-01-03,02179,Sen,SenatorFischer,41963,http://www.fischer.senate.gov,senatordebfischer
161,C001096,1961-01-21,house,None,N00004614,0,CongressmanKevinCramer,202-226-0893,"[u'H0ND01026', u'H6ND00074']",Kevin,M,412555,21350,True,Cramer,None,,None,None,None,Rep.Cramer@opencongress.org,ocd-division/country:us/state:nd,1717 Longworth House Office Building,,R,202-225-2611,,ND,North Dakota,,2019-01-03,2017-01-03,02144,Rep,RepKevinCramer,444,http://cramer.house.gov,kevincramer
162,H001069,1955-10-30,senate,http://www.heitkamp.senate.gov/public/index.cfm/contact,N00033782,None,SenatorHeidiHeitkamp,202-224-7776,[u'S2ND00099'],Heidi,F,412554,41303,True,Heitkamp,None,S360,None,None,None,Sen.Heitkamp@opencongress.org,ocd-division/country:us/state:nd,516 Hart Senate Office Building,,D,202-224-2043,1,ND,North Dakota,junior,2019-01-03,2013-01-03,02174,Sen,SenatorHeitkamp,41716,http://www.heitkamp.senate.gov/public,senatorheidiheitkamp
163,H001065,1968-04-17,house,None,N00033399,2,CongressmanGeorgeHolding,919-782-4490,[u'H2NC13110'],George,M,412553,21349,True,Holding,None,,None,None,None,Rep.Holding@opencongress.org,ocd-division/country:us/state:nc/cd:2,1110 Longworth House Office Building,,R,202-225-3032,,NC,North Carolina,,2019-01-03,2017-01-03,02143,Rep,RepHolding,136462,http://holding.house.gov,repholding
164,M001187,1959-07-28,house,None,N00033631,11,Repmarkmeadows,202-226-6422,[u'H2NC11080'],Mark,M,412552,21348,True,Meadows,None,,None,None,None,Rep.Meadows@opencongress.org,ocd-division/country:us/state:nc/cd:11,1024 Longworth House Office Building,,R,202-225-6401,,NC,North Carolina,,2019-01-03,2017-01-03,02142,Rep,RepMarkMeadows,136459,https://meadows.house.gov,RepMarkMeadows
165,P000606,1948-08-15,house,None,N00034416,9,congressmanpittenger,202-225-3389,[u'H2NC09134'],Robert,M,412551,21347,True,Pittenger,None,,None,None,None,Rep.Pittenger@opencongress.org,ocd-division/country:us/state:nc/cd:9,224 Cannon House Office Building,,R,202-225-1976,,NC,North Carolina,,2019-01-03,2017-01-03,02141,Rep,RepPittenger,41272,https://pittenger.house.gov,CongressmanPittenger
166,H001067,1971-11-04,house,None,N00033630,8,RepRichHudson,704-782-1004,[u'H2NC08185'],Richard,M,412550,21346,True,Hudson,None,,None,None,None,Rep.Hudson@opencongress.org,ocd-division/country:us/state:nc/cd:8,429 Cannon House Office Building,,R,202-225-3715,,NC,North Carolina,,2019-01-03,2017-01-03,02140,Rep,RepRichHudson,136448,https://hudson.house.gov,RepRichHudson
167,D000618,1962-08-20,senate,https://www.daines.senate.gov/connect/email-steve,N00033054,None,SteveDainesMT,202-228-1236,"[u'H2MT01060', u'S2MT00096']",Steve,M,412549,21338,True,Daines,None,S375,None,None,None,Sen.Daines@opencongress.org,ocd-division/country:us/state:mt,320 Hart Senate Office Building,,R,202-224-2651,2,MT,Montana,junior,2021-01-03,2015-01-06,02138,Sen,SteveDaines,135720,https://www.daines.senate.gov,SteveDainesMT
168,W000812,1962-09-13,house,None,N00033106,2,RepAnnWagner,202-225-2563,[u'H2MO02102'],Ann,F,412548,21337,True,Wagner,None,,None,None,None,Rep.Wagner@opencongress.org,ocd-division/country:us/state:mo/cd:2,435 Cannon House Office Building,,R,202-225-1621,,MO,Missouri,,2019-01-03,2017-01-03,02137,Rep,RepAnnWagner,136083,http://wagner.house.gov,None
169,N000127,1943-12-17,house,None,N00021207,8,UsRepRickNolan,202-225-0699,[u'H2MN08111'],Richard,M,408211,14263,True,Nolan,None,,M.,None,None,Rep.Nolan@opencongress.org,ocd-division/country:us/state:mn/cd:8,2366 Rayburn House Office Building,,D,202-225-6211,,MN,Minnesota,,2019-01-03,2017-01-03,00867,Rep,USRepRickNolan,138505,http://nolan.house.gov,USRepRickNolan
170,K000380,1958-08-11,house,None,N00033395,5,RepDanKildee,202-225-6393,[u'H2MI05119'],Daniel,M,412546,21372,True,Kildee,None,,T.,None,None,Rep.Dankildee@opencongress.org,ocd-division/country:us/state:mi/cd:5,227 Cannon House Office Building,,D,202-225-3611,,MI,Michigan,,2019-01-03,2017-01-03,02134,Rep,RepDanKildee,136102,http://dankildee.house.gov,RepDanKildee
171,K000383,1944-03-31,senate,https://www.king.senate.gov/contact,N00034580,None,SenatorAngusSKingJr,202-224-1946,[u'S2ME00109'],Angus,M,412545,41300,True,King,None,S363,None,None,None,Sen.King@opencongress.org,ocd-division/country:us/state:me,133 Hart Senate Office Building,,I,202-224-5344,1,ME,Maine,junior,2019-01-03,2013-01-03,02185,Sen,SenAngusKing,22381,http://www.king.senate.gov,SenatorAngusKing
172,D000620,1963-04-16,house,None,N00033897,6,congressmanjohndelaney,202-225-2193,[u'H2MD06195'],John,M,412544,21334,True,Delaney,None,,K.,None,None,Rep.Delaney@opencongress.org,ocd-division/country:us/state:md/cd:6,1632 Longworth House Office Building,,D,202-225-2721,,MD,Maryland,,2019-01-03,2017-01-03,02133,Rep,RepJohnDelaney,135143,http://delaney.house.gov,repjohndelaney
173,K000379,1980-10-04,house,None,N00034044,4,301936109927957,202-225-0182,[u'H2MA04073'],Joseph,M,412543,21335,True,Kennedy,None,,P.,III,None,Rep.Kennedy@opencongress.org,ocd-division/country:us/state:ma/cd:4,434 Cannon House Office Building,,D,202-225-5931,,MA,Massachusetts,,2019-01-03,2017-01-03,02172,Rep,RepJoeKennedy,141275,https://kennedy.house.gov,None
174,W000817,1949-06-22,senate,https://www.warren.senate.gov/?p=email_senator,N00033492,None,senatorelizabethwarren,202-228-2072,[u'S2MA00170'],Elizabeth,F,412542,41301,True,Warren,None,S366,None,None,None,Sen.Warren@opencongress.org,ocd-division/country:us/state:ma,317 Hart Senate Office Building,,D,202-224-4543,1,MA,Massachusetts,senior,2019-01-03,2013-01-03,02182,Sen,SenWarren,141272,https://www.warren.senate.gov,senelizabethwarren
175,B001282,1973-07-24,house,None,N00031233,6,RepAndyBarr,None,[u'H0KY06104'],Garland,M,412541,21333,True,Barr,None,,None,None,Andy,Rep.Barr@opencongress.org,ocd-division/country:us/state:ky/cd:6,1427 Longworth House Office Building,,R,202-225-4706,,KY,Kentucky,,2019-01-03,2017-01-03,02131,Rep,RepAndyBarr,117290,https://barr.house.gov,RepAndyBarr
176,M001189,1969-02-27,house,None,N00012546,6,RepLukeMesser,765-747-5586,"[u'H0IN02125', u'H0IN05094']",Luke,M,412540,21332,True,Messer,None,,None,None,None,Rep.Messer@opencongress.org,ocd-division/country:us/state:in/cd:6,1230 Longworth House Office Building,,R,202-225-3021,,IN,Indiana,,2019-01-03,2017-01-03,02130,Rep,RepLukeMesser,33997,https://messer.house.gov,RepLukeMesser
177,B001284,1960-08-25,house,None,N00033495,5,congresswomansusanwbrooks,202-225-0016,[u'H2IN05082'],Susan,F,412539,21331,True,Brooks,None,,W.,None,None,Rep.Susanwbrooks@opencongress.org,ocd-division/country:us/state:in/cd:5,1030 Longworth House Office Building,,R,202-225-2276,,IN,Indiana,,2019-01-03,2017-01-03,02129,Rep,SusanWBrooks,135988,http://susanwbrooks.house.gov,SusanWBrooks
178,W000813,1963-08-17,house,None,N00031226,2,RepJackieWalorski,202-225-6798,[u'H0IN02190'],Jackie,F,412538,21330,True,Walorski,None,,None,None,None,Rep.Walorski@opencongress.org,ocd-division/country:us/state:in/cd:2,419 Cannon House Office Building,,R,202-225-3915,,IN,Indiana,,2019-01-03,2017-01-03,02128,Rep,RepWalorski,34205,http://walorski.house.gov,repwalorski
179,B001286,1961-10-17,house,None,N00033390,17,RepCheri,309-786-3720,[u'H2IL17071'],Cheri,F,412537,21329,True,Bustos,None,,None,None,None,Rep.Bustos@opencongress.org,ocd-division/country:us/state:il/cd:17,1009 Longworth House Office Building,,D,202-225-5905,,IL,Illinois,,2019-01-03,2017-01-03,02127,Rep,RepCheri,134964,https://bustos.house.gov,RepCheri
180,D000619,1970-01-05,house,None,N00034784,13,RepRodneyDavis,217-791-6168,[u'H2IL13120'],Rodney,M,412536,21328,True,Davis,None,,None,None,None,Rep.Rodneydavis@opencongress.org,ocd-division/country:us/state:il/cd:13,1740 Longworth House Office Building,,R,202-225-2371,,IL,Illinois,,2019-01-03,2017-01-03,02126,Rep,RodneyDavis,9622,http://rodneydavis.house.gov,RepRodneyDavis
181,D000622,1968-03-12,senate,https://www.duckworth.senate.gov/content/contact-senator,N00027860,None,SenDuckworth,None,"[u'H6IL06141', u'S6IL00292']",Tammy,F,412533,21325,True,Duckworth,None,S386,None,None,None,Sen.Duckworth@opencongress.org,ocd-division/country:us/state:il,524 Hart Senate Office Building,,D,202-224-2854,3,IL,Illinois,junior,2023-01-03,2017-01-03,02123,Sen,SenDuckworth,57442,https://www.duckworth.senate.gov,repduckworth
182,G000571,1981-04-12,house,None,N00033281,2,RepTulsiGabbard,202-225-4987,[u'H2HI02508'],Tulsi,F,412532,21324,True,Gabbard,None,,None,None,None,Rep.Gabbard@opencongress.org,ocd-division/country:us/state:hi/cd:2,1433 Longworth House Office Building,,D,202-225-4906,,HI,Hawaii,,2019-01-03,2017-01-03,02122,Rep,TulsiPress,129306,https://gabbard.house.gov,tulsipress
183,C001093,1966-08-16,house,None,N00033518,9,RepresentativeDougCollins,202-226-1224,[u'H2GA09150'],Doug,M,412531,21323,True,Collins,None,,None,None,None,Rep.Dougcollins@opencongress.org,ocd-division/country:us/state:ga/cd:9,1504 Longworth House Office Building,,R,202-225-9893,,GA,Georgia,,2019-01-03,2017-01-03,02121,Rep,RepDougCollins,67851,https://dougcollins.house.gov,repdougcollins
184,F000462,1948-05-16,house,None,N00002893,21,RepLoisFrankel,561-998-9048,"[u'H2FL14053', u'H2FL22080']",Lois,F,412529,21321,True,Frankel,None,,None,None,None,Rep.Frankel@opencongress.org,ocd-division/country:us/state:fl/cd:21,1037 Longworth House Office Building,,D,202-225-9890,,FL,Florida,,2019-01-03,2017-01-03,02119,Rep,RepLoisFrankel,8102,http://frankel.house.gov,reploisfrankel
185,D000621,1978-09-14,house,None,N00034746,6,RepDeSantis,202-226-6299,[u'H2FL00292'],Ron,M,412526,21318,True,DeSantis,None,,None,None,None,Rep.Desantis@opencongress.org,ocd-division/country:us/state:fl/cd:6,1524 Longworth House Office Building,,R,202-225-2706,,FL,Florida,,2019-01-03,2017-01-03,02116,Rep,RepDeSantis,137630,http://desantis.house.gov,RepRonDeSantis
186,Y000065,1955-04-13,house,None,N00033220,3,CongressmanTedYoho,None,[u'H2FL06109'],Ted,M,412525,21317,True,Yoho,None,,S.,None,None,Rep.Yoho@opencongress.org,ocd-division/country:us/state:fl/cd:3,511 Cannon House Office Building,,R,202-225-5744,,FL,Florida,,2019-01-03,2017-01-03,02115,Rep,RepTedYoho,137622,http://yoho.house.gov,RepTedYoho
187,E000293,1959-08-25,house,None,N00033217,5,RepEsty,202-225-5933,[u'H2CT05131'],Elizabeth,F,412524,21316,True,Esty,None,,H.,None,None,Rep.Esty@opencongress.org,ocd-division/country:us/state:ct/cd:5,221 Cannon House Office Building,,D,202-225-4476,,CT,Connecticut,,2019-01-03,2017-01-03,02114,Rep,RepEsty,72826,https://esty.house.gov,RepEsty
188,P000608,1958-06-17,house,None,N00033591,52,RepScottPeters,202-225-2558,[u'H2CA52089'],Scott,M,412523,21315,True,Peters,None,,H.,None,None,Rep.Scottpeters@opencongress.org,ocd-division/country:us/state:ca/cd:52,1122 Longworth House Office Building,,D,202-225-0508,,CA,California,,2019-01-03,2017-01-03,02113,Rep,RepScottPeters,70351,http://scottpeters.house.gov,None
189,V000130,1961-03-07,house,None,N00007021,51,RepJuanVargas,202-225-9073,[u'H2CA50026'],Juan,M,412522,21314,True,Vargas,None,,None,None,None,Rep.Vargas@opencongress.org,ocd-division/country:us/state:ca/cd:51,1605 Longworth House Office Building,,D,202-225-8045,,CA,California,,2019-01-03,2017-01-03,02112,Rep,RepJuanVargas,29100,http://vargas.house.gov,RepJuanVargas
190,L000579,1941-03-08,house,None,N00033274,47,RepLowenthal,202-225-7926,[u'H2CA00104'],Alan,M,412521,21313,True,Lowenthal,None,,S.,None,None,Rep.Lowenthal@opencongress.org,ocd-division/country:us/state:ca/cd:47,125 Cannon House Office Building,,D,202-225-7924,,CA,California,,2019-01-03,2017-01-03,02111,Rep,RepLowenthal,16469,http://lowenthal.house.gov,RepLowenthal
191,T000472,1960-12-10,house,None,N00006701,41,RepMarkTakano,202-225-7018,[u'H2CA43245'],Mark,M,412520,21312,True,Takano,None,,None,None,None,Rep.Takano@opencongress.org,ocd-division/country:us/state:ca/cd:41,1507 Longworth House Office Building,,D,202-225-2305,,CA,California,,2019-01-03,2017-01-03,02110,Rep,RepMarkTakano,22337,https://takano.house.gov,RepMarkTakano
192,R000599,1972-08-25,house,None,N00033510,36,CongressmanRaulRuizMD,202-225-1238,[u'H2CA36439'],Raul,M,412519,21311,True,Ruiz,None,,None,None,None,Rep.Ruiz@opencongress.org,ocd-division/country:us/state:ca/cd:36,1319 Longworth House Office Building,,D,202-225-5330,,CA,California,,2019-01-03,2017-01-03,02109,Rep,CongressmanRuiz,136407,https://ruiz.house.gov,repraulruiz
193,C001097,1963-03-31,house,None,N00033373,29,repcardenas,202-225-0819,[u'H2CA28113'],Tony,M,412517,21309,True,Cárdenas,None,,None,None,None,Rep.Cardenas@opencongress.org,ocd-division/country:us/state:ca/cd:29,1510 Longworth House Office Building,,D,202-225-6131,,CA,California,,2019-01-03,2017-01-03,02107,Rep,RepCardenas,9754,https://cardenas.house.gov,repcardenas
194,B001285,1952-08-28,house,None,N00034254,26,RepJuliaBrownley,202-225-1100,[u'H2CA00120'],Julia,F,412516,21308,True,Brownley,None,,None,None,None,Rep.Juliabrownley@opencongress.org,ocd-division/country:us/state:ca/cd:26,1019 Longworth House Office Building,,D,202-225-5811,,CA,California,,2019-01-03,2017-01-03,02106,Rep,JuliaBrownley26,59904,http://juliabrownley.house.gov,RepJuliaBrownley
195,V000129,1977-04-14,house,None,N00033367,21,CongressmanDavidValadao,202-226-3196,[u'H2CA20094'],David,M,412515,21307,True,Valadao,None,,G.,None,None,Rep.Valadao@opencongress.org,ocd-division/country:us/state:ca/cd:21,1728 Longworth House Office Building,,R,202-225-4695,,CA,California,,2019-01-03,2017-01-03,02105,Rep,RepDavidValadao,120200,http://valadao.house.gov,congressmanvaladao
196,S001193,1980-11-16,house,None,N00033508,15,CongressmanEricSwalwell,None,[u'H2CA15094'],Eric,M,412514,21306,True,Swalwell,None,,None,None,None,Rep.Swalwell@opencongress.org,ocd-division/country:us/state:ca/cd:15,129 Cannon House Office Building,,D,202-225-5065,,CA,California,,2019-01-03,2017-01-03,02104,Rep,RepSwalwell,129529,https://swalwell.house.gov,ericswalwell
197,C001094,1943-03-03,house,None,N00034224,8,RepPaulCook,202-225-6498,[u'H2CA08164'],Paul,M,412513,21305,True,Cook,None,,None,None,None,Rep.Cook@opencongress.org,ocd-division/country:us/state:ca/cd:8,1222 Longworth House Office Building,,R,202-225-5861,,CA,California,,2019-01-03,2017-01-03,02103,Rep,RepPaulCook,58121,http://cook.house.gov,RepPaulCook
198,B001287,1965-03-02,house,None,N00030717,7,RepAmiBera,202-226-1298,[u'H0CA03078'],Ami,M,412512,21304,True,Bera,None,,None,None,None,Rep.Bera@opencongress.org,ocd-division/country:us/state:ca/cd:7,1431 Longworth House Office Building,,D,202-225-5716,,CA,California,,2019-01-03,2017-01-03,02102,Rep,RepBera,120030,http://bera.house.gov,repamibera
199,H001068,1964-02-18,house,None,N00033030,2,RepHuffman,202-225-5163,[u'H2CA06259'],Jared,M,412511,21303,True,Huffman,None,,None,None,None,Rep.Huffman@opencongress.org,ocd-division/country:us/state:ca/cd:2,1406 Longworth House Office Building,,D,202-225-5161,,CA,California,,2019-01-03,2017-01-03,02101,Rep,RepHuffman,59849,http://huffman.house.gov,rephuffman
200,L000578,1960-07-02,house,None,N00033987,1,RepLaMalfa,530-534-7800,"[u'H2CA02142', u'H2CA01144']",Doug,M,412510,21302,True,LaMalfa,None,,None,None,None,Rep.Lamalfa@opencongress.org,ocd-division/country:us/state:ca/cd:1,322 Cannon House Office Building,,R,202-225-3076,,CA,California,,2019-01-03,2017-01-03,02100,Rep,RepLaMalfa,29713,http://lamalfa.house.gov,RepLaMalfa
201,S001191,1976-07-12,house,None,N00033983,9,CongresswomanSinema,202-225-9731,[u'H2AZ09019'],Kyrsten,F,412509,21300,True,Sinema,None,,None,None,None,Rep.Sinema@opencongress.org,ocd-division/country:us/state:az/cd:9,1725 Longworth House Office Building,,D,202-225-9888,,AZ,Arizona,,2019-01-03,2017-01-03,02099,Rep,RepSinema,28338,https://sinema.house.gov,repsinema
202,C001095,1977-05-13,senate,http://www.cotton.senate.gov/?p=contact,N00033363,None,SenatorTomCotton,None,"[u'H2AR04083', u'S4AR00103']",Tom,M,412508,21301,True,Cotton,None,S374,None,None,None,Sen.Cotton@opencongress.org,ocd-division/country:us/state:ar,124 Russell Senate Office Building,,R,202-224-2353,2,AR,Arkansas,junior,2021-01-03,2015-01-06,02098,Sen,SenTomCotton,135651,https://www.cotton.senate.gov,RepTomCotton
203,T000468,1950-05-23,house,None,N00030191,1,CongresswomanTitus,None,[u'H8NV03036'],Dina,F,412318,20927,True,Titus,None,,None,None,None,Rep.Titus@opencongress.org,ocd-division/country:us/state:nv/cd:1,2464 Rayburn House Office Building,,D,202-225-5965,,NV,Nevada,,2019-01-03,2017-01-03,01940,Rep,RepDinaTitus,2629,https://titus.house.gov,CongresswomanTitus
204,F000454,1955-10-07,house,None,N00029139,11,CongressmanBillFoster,202-225-9420,"[u'H8IL14067', u'H2IL11124']",Bill,M,412257,20749,True,Foster,None,,None,None,None,Rep.Foster@opencongress.org,ocd-division/country:us/state:il/cd:11,1224 Longworth House Office Building,,D,202-225-3515,,IL,Illinois,,2019-01-03,2017-01-03,01888,Rep,RepBillFoster,101632,http://foster.house.gov,RepBillFoster
