title,full_title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Representative,David,N.,Cicilline,,,D,RI,1,1,M,202-225-4911,,http://cicilline.house.gov,,2244 Rayburn House Office Building,C001084,7349,H0RI01073,412470,N00032019,RepCicilline,http://www.opencongress.org/wiki/David_Cicilline,http://youtube.com/RepDavidCicilline,1.86949E+14,,,7/15/61,Rep.Cicilline@opencongress.org
Rep,Representative,Hansen,,Clarke,,,D,MI,13,0,M,202-225-2261,202-225-5730,http://hansenclarke.house.gov/,,1319 Longworth House Office Building,C001085,19913,H0MI13398,412440,N00031945,RepHansenClarke,http://www.opencongress.org/wiki/Hansen_Clarke,http://youtube.com/rephansenclarke,1.84182E+14,,,3/2/57,
Rep,Representative,Chip,,Cravaack,,,R,MN,8,0,M,202-225-6211,202- 225-6211,http://cravaack.house.gov/,,508 Cannon House Office Building,C001086,122953,H0MN08115,412441,N00031623,RepChipCravaack,http://www.opencongress.org/wiki/Chip_Cravaack,http://youtube.com/RepChipCravaack,RepChipCravaack,,,12/29/59,
Rep,Representative,Eric,A.,Crawford,,Rick,R,AR,1,1,M,202-225-4076,,http://crawford.house.gov,,2422 Rayburn House Office Building,C001087,119208,H0AR01083,412400,N00030770,RepRickCrawford,http://www.opencongress.org/wiki/Rick_Crawford,http://youtube.com/RepRickCrawford,1.43345E+14,,,1/22/66,Rep.Crawford@opencongress.org
Sen,Senator,Chris,Andrew,Coons,,,D,DE,Junior Seat,1,M,202-224-5042,,https://www.coons.senate.gov,http://www.coons.senate.gov/contact/,127a Russell Senate Office Building,C001088,122834,S0DE00092,412390,N00031820,SenCoonsOffice,http://www.opencongress.org/wiki/Chris_Coons,http://youtube.com/senatorchriscoons,2.54951E+14,,II,9/9/63,Sen.Coons@opencongress.org
Rep,Representative,Matthew,A.,Cartwright,,,D,PA,17,1,M,202-225-5546,,http://cartwright.house.gov,,1034 Longworth House Office Building,C001090,136236,H2PA17079,412571,N00034128,RepCartwright,,,2.48507E+14,,,5/1/61,Rep.Cartwright@opencongress.org
Rep,Representative,Joaquin,,Castro,,,D,TX,20,1,M,202-225-3236,,http://castro.house.gov,,1221 Longworth House Office Building,C001091,49227,H2TX35011,412576,N00033316,JoaquinCastrotx,,http://youtube.com/JoaquinCastroTX,3.26421E+14,,,9/16/74,Rep.Castro@opencongress.org
Rep,Representative,Chris,,Collins,,,R,NY,27,1,M,202-225-5265,,http://chriscollins.house.gov,,1117 Longworth House Office Building,C001092,139770,H8NY29032,412563,N00001285,RepChrisCollins,,http://youtube.com/RepChrisCollins,4.67048E+14,,,5/20/50,Rep.Chriscollins@opencongress.org
Rep,Representative,Doug,,Collins,,,R,GA,9,1,M,202-225-9893,,http://dougcollins.house.gov,,1504 Longworth House Office Building,C001093,67851,H2GA09150,412531,N00033518,RepDougCollins,,http://youtube.com/repdougcollins,5.05647E+14,,,8/16/66,Rep.Dougcollins@opencongress.org
Rep,Representative,Paul,,Cook,,,R,CA,8,1,M,202-225-5861,,http://cook.house.gov,,1222 Longworth House Office Building,C001094,58121,H2CA08164,412513,N00034224,RepPaulCook,,http://youtube.com/RepPaulCook,4.64458E+14,,,3/3/43,Rep.Cook@opencongress.org
Sen,Senator,Tom,,Cotton,,,R,AR,Junior Seat,1,M,202-224-2353,,https://www.cotton.senate.gov,,124 Russell Senate Office Building,C001095,135651,H2AR04083,412508,N00033363,SenTomCotton,,http://youtube.com/RepTomCotton,1.20356E+14,,II,5/13/77,Sen.Cotton@opencongress.org
Rep,Representative,Kevin,,Cramer,,,R,ND,0,1,M,202-225-2611,,http://cramer.house.gov,,1717 Longworth House Office Building,C001096,444,H0ND01026,412555,N00004614,RepKevinCramer,,http://youtube.com/kevincramer,4.98752E+14,,,1/21/61,Rep.Cramer@opencongress.org
Rep,Representative,Tony,,CÃ¡rdenas,,,D,CA,29,1,M,202-225-6131,,http://cardenas.house.gov,,1510 Longworth House Office Building,C001097,9754,H2CA28113,412517,N00033373,RepCardenas,,http://youtube.com/repcardenas,4.85494E+14,,,3/31/63,Rep.Cardenas@opencongress.org
Sen,Senator,Ted,,Cruz,,,R,TX,Junior Seat,1,M,202-224-5922,202-228-3398,https://www.cruz.senate.gov,http://www.cruz.senate.gov/?p=email_senator,404 Russell Senate Office Building,C001098,135705,S2TX00312,412573,N00033085,SenTedCruz,,http://youtube.com/sentedcruz,3.15496E+14,,I,12/22/70,Sen.Cruz@opencongress.org
Rep,Representative,Katherine,M.,Clark,,,D,MA,5,1,F,202-225-2836,,https://katherineclark.house.gov,,1415 Longworth House Office Building,C001101,35858,H4MA05084,412600,N00035278,RepKClark,,,1.40804E+15,,,7/17/63,Rep.Katherineclark@opencongress.org
Rep,Representative,Buddy,,Carter,,,R,GA,1,1,M,202-225-5831,,http://buddycarter.house.gov,,432 Cannon House Office Building,C001103,,H4GA01039,412622,N00035346,RepBuddyCarter,,,congressmanbuddycarter,,,9/6/57,Rep.Buddycarter@opencongress.org
Rep,Representative,Barbara,,Comstock,,,R,VA,10,1,F,202-225-5136,,https://comstock.house.gov,,229 Cannon House Office Building,C001105,,H4VA10089,412658,N00036023,RepComstock,,,RepBarbaraComstock,,,6/30/59,Rep.Comstock@opencongress.org
Rep,Representative,Ryan,,Costello,,,R,PA,6,1,M,202-225-4315,,https://costello.house.gov,,326 Cannon House Office Building,C001106,,H0PA06076,412651,N00031064,RepRyanCostello,,,CongressmanRyanCostello,,,9/7/76,Rep.Costello@opencongress.org
Rep,Representative,Carlos,,Curbelo,,,R,FL,26,1,M,202-225-2778,,http://curbelo.house.gov,,1404 Longworth House Office Building,C001107,,H4FL26038,412621,N00035403,RepCurbelo,,,repcurbelo,,,3/1/80,Rep.Curbelo@opencongress.org
Rep,Representative,James,,Comer,,,R,KY,1,1,M,202-225-3115,,https://comer.house.gov/,,1513 Longworth House Office Building,C001108,35169,H6KY01110,412676,N00038260,,,,,,,8/19/72,Rep.Comer@opencongress.org
Rep,Representative,Liz,,Cheney,,,R,WY,0,1,F,202-225-2311,,,,416 Cannon House Office Building,C001109,,,412732,,,,,,,,,
Rep,Representative,J.,,Correa,,,D,CA,46,1,M,202-225-2965,,,,1039 Longworth House Office Building,C001110,,,412688,,,,,,,,,
Rep,Representative,Charlie,,Crist,,,D,FL,13,1,M,202-225-5961,,,,427 Cannon House Office Building,C001111,,,412697,,,,,,,,,
Rep,Representative,Salud,,Carbajal,,,D,CA,24,1,M,202-225-3601,,,,212 Cannon House Office Building,C001112,,,412686,,,,,,,,,
Sen,Senator,Catherine,,Cortez Masto,,,D,NV,Junior Seat,1,F,202-224-3542,,,,B40a Dirksen Senate Office Building,C001113,69579,S6NV00200,412681,,,,,,,III,3/29/64,
Rep,Representative,Danny,K.,Davis,,,D,IL,7,1,M,202-225-5006,,http://davis.house.gov,,2159 Rayburn House Office Building,D000096,233,H4IL07037,400093,N00004884,RepDannyDavis,http://www.opencongress.org/wiki/Danny_Davis,http://youtube.com/dannykdavis07,2.80758E+14,,,9/6/41,Rep.Davis@opencongress.org
Rep,Representative,Thomas,M.,Davis,III,Tom,R,VA,11,0,M,,,http://tomdavis.house.gov,,,D000136,21935,H4VA11020,400098,N00002045,,http://www.opencongress.org/wiki/Thomas_Davis,,,,,1/5/49,
Rep,Representative,Nathan,,Deal,,,R,GA,9,0,M,,,http://www.house.gov/deal,,,D000168,26824,H2GA09036,400099,N00002610,,http://www.opencongress.org/wiki/Nathan_Deal,,,,,8/25/42,
Rep,Representative,Peter,A.,DeFazio,,,D,OR,4,1,M,202-225-6416,,http://defazio.house.gov,,2134 Rayburn House Office Building,D000191,27037,H6OR04047,400100,N00007781,RepPeterDeFazio,http://www.opencongress.org/wiki/Peter_DeFazio,http://youtube.com/PeterDeFazio,94324364811,,,5/27/47,Rep.Defazio@opencongress.org
Rep,Representative,Diana,L.,DeGette,,,D,CO,1,1,F,202-225-4431,,http://degette.house.gov,,2111 Rayburn House Office Building,D000197,561,H6CO01141,400101,N00006134,RepDianaDeGette,http://www.opencongress.org/wiki/Diana_DeGette,http://youtube.com/RepDianaDeGette,1.10758E+11,,,7/29/57,Rep.Degette@opencongress.org
Rep,Representative,William,D.,Delahunt,,Bill,D,MA,10,0,M,,,http://www.house.gov/delahunt,,,D000210,1017,H2MA11060,400102,N00000280,,http://www.opencongress.org/wiki/William_Delahunt,http://youtube.com/repdelahunt,,,,7/18/41,
Rep,Representative,Rosa,L.,DeLauro,,,D,CT,3,1,F,202-225-3661,,http://delauro.house.gov,,2413 Rayburn House Office Building,D000216,26788,H0CT03072,400103,N00000615,RosaDeLauro,http://www.opencongress.org/wiki/Rosa_DeLauro,http://youtube.com/rosadelauro,1.81303E+14,,,3/2/43,Rep.Delauro@opencongress.org
Rep,Representative,Lincoln,,Diaz-Balart,,,R,FL,21,0,M,,,http://www.house.gov/diaz-balart,,,D000299,26796,H2FL19037,400107,N00002872,,http://www.opencongress.org/wiki/Lincoln_Diaz-Balart,,,,,8/13/54,
Rep,Representative,Norman,D.,Dicks,,Norm,D,WA,6,0,M,202-225-5916,202-226-1176,http://www.house.gov/dicks,http://www.house.gov/dicks/email.shtml,2467 Rayburn House Office Building,D000327,27127,H6WA06021,400109,N00007918,RepNormDicks,http://www.opencongress.org/wiki/Norman_Dicks,http://youtube.com/RepNormDicks,NormDicks,,,12/16/40,
Rep,Representative,John,D.,Dingell,,,D,MI,12,0,M,202-225-4071,202-226-0371,http://dingell.house.gov,https://dingell.house.gov/contact-me/email-me,2328 Rayburn House Office Building,D000355,26917,H6MI16034,400110,N00001783,John_Dingell,http://www.opencongress.org/wiki/John_Dingell,,87490183861,,,7/8/26,
Sen,Senator,Christopher,J.,Dodd,,,D,CT,Senior Seat,0,M,,,http://dodd.senate.gov,,,D000388,53277,S0CT00037,300034,N00000581,SenChrisDodd,http://www.opencongress.org/wiki/Christopher_Dodd,http://youtube.com/SenChrisDodd,,,III,5/27/44,
Rep,Representative,Lloyd,A.,Doggett,,,D,TX,35,1,M,202-225-4865,,http://doggett.house.gov,,2307 Rayburn House Office Building,D000399,21689,H4TX10028,400111,N00006023,RepLloydDoggett,http://www.opencongress.org/wiki/Lloyd_Doggett,http://youtube.com/doggett,1.54051E+11,,,10/6/46,Rep.Doggett@opencongress.org
Sen,Senator,Pete,V.,Domenici,,,R,NM,Senior Seat,0,M,,,http://domenici.senate.gov,,,D000407,53325,S8NM00010,300036,N00006515,,http://www.opencongress.org/wiki/Pete_Domenici,,,,II,5/7/32,
Rep,Representative,John,T.,Doolittle,,,R,CA,4,0,M,,,http://doolittle.house.gov,,,D000429,26743,H0CA14042,400113,N00007556,,http://www.opencongress.org/wiki/John_Doolittle,,,,,10/30/50,
Sen,Senator,Byron,L.,Dorgan,,,D,ND,Junior Seat,0,M,,,http://dorgan.senate.gov,,,D000432,53332,S2ND00040,300037,N00004615,,http://www.opencongress.org/wiki/Byron_Dorgan,http://youtube.com/senatordorgan,,,III,5/14/42,
Rep,Representative,Michael,F.,Doyle,Jr.,Mike,D,PA,14,1,M,202-225-2135,,http://doyle.house.gov,,239 Cannon House Office Building,D000482,21853,H4PA18131,400114,N00001373,USRepMikeDoyle,http://www.opencongress.org/wiki/Michael_Doyle,http://youtube.com/CongressmanDoyle,79663724861,,,8/5/53,Rep.Doyle@opencongress.org
Rep,Representative,David,T.,Dreier,,,R,CA,26,0,M,202-225-2305,202-225-7018,http://dreier.house.gov,http://doyle.house.gov/email_mike.shtml,233 Cannon House Office Building,D000492,26765,H8CA35032,400115,N00006932,,http://www.opencongress.org/wiki/David_Dreier,http://youtube.com/RepDavidDreier,,,,7/5/52,
Rep,Representative,John,J.,Duncan,Jr.,Jimmy,R,TN,2,1,M,202-225-5435,,http://duncan.house.gov,,2207 Rayburn House Office Building,D000533,27069,H8TN02069,400116,N00003209,RepJohnDuncanJr,http://www.opencongress.org/wiki/John_Duncan,http://youtube.com/RepJohnDuncan,1.02386E+14,,,7/21/47,Rep.Duncan@opencongress.org
Sen,Senator,Richard,J.,Durbin,,,D,IL,Senior Seat,1,M,202-224-2152,202-228-0400,http://www.durbin.senate.gov,http://www.durbin.senate.gov/public/index.cfm/contact,711 Hart Senate Office Building,D000563,26847,S6IL00151,300038,N00004981,SenatorDurbin,http://www.opencongress.org/wiki/Richard_Durbin,http://youtube.com/SenatorDurbin,1.80437E+14,,II,11/21/44,Sen.Durbin@opencongress.org
Sen,Senator,Jim,W.,DeMint,,,R,SC,Junior Seat,0,M,202-224-6121,202-228-5143,http://demint.senate.gov,http://www.demint.senate.gov/public/index.cfm?p=ContactInformation,167 Russell Senate Office Building,D000595,25026,S4SC00083,400105,N00002472,JimDeMint,http://www.opencongress.org/wiki/Jim_DeMint,http://youtube.com/SenJimDeMint,senatordemint,,III,9/2/51,
Rep,Representative,Jo Ann,S.,Davis,,,R,VA,1,0,F,,,http://joanndavis.house.gov,,,D000597,24970,H0VA01052,400095,N00013078,,http://www.opencongress.org/wiki/Jo_Ann_Davis,,,,,6/29/50,
Rep,Representative,Susan,A.,Davis,,,D,CA,53,1,F,202-225-2040,,http://susandavis.house.gov,,1214 Longworth House Office Building,D000598,8168,H0CA49055,400097,N00009604,RepSusanDavis,http://www.opencongress.org/wiki/Susan_Davis,,1.03768E+14,,,4/13/44,Rep.Susandavis@opencongress.org
Rep,Representative,Lincoln,,Davis,,,D,TN,4,0,M,,,http://www.house.gov/lincolndavis,,,D000599,12080,H4TN06051,400096,N00003264,,http://www.opencongress.org/wiki/Lincoln_Davis,,,,,9/13/43,
Rep,Representative,Mario,,Diaz-Balart,,,R,FL,25,1,M,202-225-4211,,http://mariodiazbalart.house.gov,,440 Cannon House Office Building,D000600,24312,H2FL25018,400108,N00025337,MarioDB,http://www.opencongress.org/wiki/Mario_Diaz-Balart,http://youtube.com/MarioDiazBalart,1.19538E+14,,,9/25/61,Rep.Mariodiazbalart@opencongress.org
Sen,Senator,Elizabeth,H.,Dole,,,R,NC,Senior Seat,0,F,,,http://dole.senate.gov/,,,D000601,41533,S2NC00083,300035,N00008071,,http://www.opencongress.org/wiki/Elizabeth_Dole,,,,II,7/29/36,
Rep,Representative,Artur,,Davis,,,D,AL,7,0,M,,,http://www.house.gov/arturdavis,,,D000602,27560,H0AL07060,400092,N00009570,ArturDavis,http://www.opencongress.org/wiki/Artur_Davis,,,,,10/9/67,
Rep,Representative,Geoff,,Davis,,,R,KY,4,0,M,202-225-3465,202-225-0003,http://geoffdavis.house.gov,http://geoffdavis.house.gov/Contact.aspx,1119 Longworth House Office Building,D000603,35212,H2KY04071,400633,N00024862,RepGeoffDavis,http://www.opencongress.org/wiki/Geoff_Davis,http://youtube.com/CongressmanDavis,6442966307,,,10/26/58,
Rep,Representative,Charles,W.,Dent,,,R,PA,15,1,M,202-225-6411,,https://dent.house.gov,,2082 Rayburn House Office Building,D000604,9121,H4PA15087,400648,N00026171,,http://www.opencongress.org/wiki/Charles_Dent,http://youtube.com/CongressmanDent,69862092533,,,5/24/60,Rep.Dent@opencongress.org
Rep,Representative,Thelma,D.,Drake,,,R,VA,2,0,F,,,http://drake.house.gov,,,D000605,8231,H4VA02037,400658,N00027281,,http://www.opencongress.org/wiki/Thelma_Drake,,,,,11/20/49,
Rep,Representative,David,,Davis,,,R,TN,1,0,M,,,http://daviddavis.house.gov,,,D000606,753,H6TN01313,412235,N00008758,,http://www.opencongress.org/wiki/David_Davis,,,,,11/6/59,
Sen,Senator,Joe,,Donnelly,,,D,IN,Senior Seat,1,M,202-224-4814,202-225-6798,http://www.donnelly.senate.gov,http://www.donnelly.senate.gov/contact/email-joe,720 Hart Senate Office Building,D000607,34212,H4IN02101,412205,N00026586,SenDonnelly,http://www.opencongress.org/wiki/Joe_Donnelly,http://youtube.com/sendonnelly,1.6806E+14,,I,9/28/55,Sen.Donnelly@opencongress.org
Rep,Representative,Kathleen,A.,Dahlkemper,,,D,PA,3,0,F,,,http://dahlkemper.house.gov,,,D000608,102423,H8PA03084,412273,N00029414,,http://www.opencongress.org/wiki/Kathy_Dahlkemper,,,,,12/10/57,
Rep,Representative,Steve,,Driehaus,,,D,OH,1,0,M,,,http://driehaus.house.gov,,,D000609,45110,H8OH01068,412274,N00029211,SteveDriehaus1,http://www.opencongress.org/wiki/Steven_Driehaus,http://youtube.com/SteveDriehausOH01,,,,6/24/66,
Rep,Representative,Theodore,E.,Deutch,,,D,FL,22,1,M,202-225-9890,,http://teddeutch.house.gov,,2447 Rayburn House Office Building,D000610,67151,H0FL19080,412385,N00031317,RepTedDeutch,http://www.opencongress.org/wiki/Ted_Deutch,http://youtube.com/congressmanteddeutch,1.12179E+14,,,5/7/66,Rep.Teddeutch@opencongress.org
Rep,Representative,Charles,,Djou,,,R,HI,1,0,M,,,http://djou.house.gov/,,,D000611,17827,H0HI01157,412387,N00029460,,http://www.opencongress.org/wiki/Charles_Djou,,,,,8/9/70,
Rep,Representative,Jeff,,Denham,,,R,CA,10,1,M,202-225-4540,,http://denham.house.gov,,1730 Longworth House Office Building,D000612,28769,H0CA19173,412403,N00031593,RepJeffDenham,http://www.opencongress.org/wiki/Jeff_Denham,http://youtube.com/repjeffdenham,1.33714E+14,,,7/29/67,Rep.Denham@opencongress.org
Rep,Representative,Bob,,Dold,,,R,IL,10,0,M,202-225-4835,,https://dold.house.gov,,221 Cannon House Office Building,D000613,116548,H0IL10302,412420,N00031103,RepDold,http://www.opencongress.org/wiki/Robert_Dold,,RepDold,,,6/23/69,
Rep,Representative,Sean,P.,Duffy,,,R,WI,7,1,M,202-225-3365,,https://duffy.house.gov,,2330 Rayburn House Office Building,D000614,126238,H0WI07051,412488,N00030967,RepSeanDuffy,http://www.opencongress.org/wiki/Sean_Duffy,http://youtube.com/RepSeanDuffy,1.19658E+14,,,10/3/71,Rep.Duffy@opencongress.org
Rep,Representative,Jeff,,Duncan,,,R,SC,3,1,M,202-225-5301,,http://jeffduncan.house.gov,,2229 Rayburn House Office Building,D000615,47967,H0SC03077,412472,N00030752,RepJeffDuncan,http://www.opencongress.org/wiki/Jeff_Duncan,http://youtube.com/congjeffduncan,1.87268E+14,,,1/7/66,Rep.Jeffduncan@opencongress.org
Rep,Representative,Scott,,DesJarlais,,,R,TN,4,1,M,202-225-6831,,https://desjarlais.house.gov,,2301 Rayburn House Office Building,D000616,123473,H0TN04195,412477,N00030957,DesJarlaisTN04,http://www.opencongress.org/wiki/Scott_Desjarlais,http://youtube.com/ScottDesJarlaisTN04,ScottDesJarlaisTN04,,,2/21/64,Rep.Desjarlais@opencongress.org
Rep,Representative,Suzan,K.,DelBene,,,D,WA,1,1,F,202-225-6311,,http://delbene.house.gov,,2442 Rayburn House Office Building,D000617,126272,H0WA08046,412505,N00030693,RepDelBene,,,4.83962E+14,,,2/17/62,Rep.Delbene@opencongress.org
Sen,Senator,Steve,,Daines,,,R,MT,Junior Seat,1,M,202-224-2651,202-228-1236,https://www.daines.senate.gov,,320 Hart Senate Office Building,D000618,135720,H2MT01060,412549,N00033054,SteveDaines,,http://youtube.com/SteveDainesMT,1.85361E+14,,II,8/20/62,Sen.Daines@opencongress.org
Rep,Representative,Rodney,,Davis,,,R,IL,13,1,M,202-225-2371,,http://rodneydavis.house.gov,,1740 Longworth House Office Building,D000619,9622,H2IL13120,412536,N00034784,RodneyDavis,,http://youtube.com/RepRodneyDavis,3.23632E+14,,,1/5/70,Rep.Rodneydavis@opencongress.org
Rep,Representative,John,K.,Delaney,,,D,MD,6,1,M,202-225-2721,,http://delaney.house.gov,,1632 Longworth House Office Building,D000620,135143,H2MD06195,412544,N00033897,RepJohnDelaney,,http://youtube.com/repjohndelaney,3.24527E+14,,,4/16/63,Rep.Delaney@opencongress.org
Rep,Representative,Ron,,DeSantis,,,R,FL,6,1,M,202-225-2706,,http://desantis.house.gov,,1524 Longworth House Office Building,D000621,137630,H2FL00292,412526,N00034746,RepDeSantis,,http://youtube.com/RepRonDeSantis,4.64254E+14,,,9/14/78,Rep.Desantis@opencongress.org
Sen,Senator,Tammy,,Duckworth,,,D,IL,Junior Seat,1,F,202-224-2854,,,,G12 Dirksen Senate Office Building,D000622,57442,H6IL06141,412533,N00027860,RepDuckworth,,http://youtube.com/repduckworth,1.12301E+14,,III,3/12/68,
Rep,Representative,Mark,,DeSaulnier,,,D,CA,11,1,M,202-225-2095,,https://desaulnier.house.gov,,115 Cannon House Office Building,D000623,,H0CA10073,412613,N00030709,RepDeSaulnier,,,RepMarkDeSaulnier,,,3/31/52,Rep.Desaulnier@opencongress.org
Rep,Representative,Debbie,,Dingell,,,D,MI,12,1,F,202-225-4071,,https://debbiedingell.house.gov,,116 Cannon House Office Building,D000624,,H4MI12079,412637,N00036149,RepDebDingell,,,RepDebbieDingell,,,11/23/53,Rep.Debbiedingell@opencongress.org
Rep,Representative,Daniel,M.,Donovan,Jr.,,R,NY,11,1,M,202-225-3371,,https://donovan.house.gov,,1541 Longworth House Office Building,D000625,127760,H6NY11174,412672,N00036928,RepDanDonovan,,,8.67633E+14,,,11/6/56,Rep.Donovan@opencongress.org
Rep,Representative,Warren,,Davidson,,,R,OH,8,1,M,202-225-6205,,,,1004 Longworth House Office Building,D000626,166760,H6OH08315,412675,N00038767,,,,,,,3/1/70,
Rep,Representative,Val,,Demings,,,D,FL,10,1,F,202-225-2176,,,,238 Cannon House Office Building,D000627,,,412696,,,,,,,,,
Rep,Representative,Neal,,Dunn,,,R,FL,2,1,M,202-225-5235,,,,423 Cannon House Office Building,D000628,,,412691,,,,,,,,,
Rep,Representative,Thomas,,Edwards,,Chet,D,TX,17,0,M,,,http://www.house.gov/edwards,,,E000063,27087,H8TX06035,400118,N00005794,,http://www.opencongress.org/wiki/Thomas_Edwards,http://youtube.com/ChetEdwardsTexas,,,,11/24/51,
Rep,Representative,Vernon,J.,Ehlers,,,R,MI,3,0,M,,,http://www.house.gov/ehlers,,,E000092,26907,H4MI03045,400119,N00004166,,http://www.opencongress.org/wiki/Vernon_Ehlers,http://youtube.com/CongressmanEhlers,,,,2/6/34,
Rep,Representative,Jo Ann,H.,Emerson,,,R,MO,8,0,F,202-225-4404,202-226-0326,http://emerson.house.gov,http://www.house.gov/emerson/contact/,2230 Rayburn House Office Building,E000172,903,H6MO08084,400121,N00005090,,http://www.opencongress.org/wiki/Jo_Ann_Emerson,http://youtube.com/USRepJoAnnEmerson,7912365134,,,9/16/50,
Rep,Representative,Eliot,L.,Engel,,,D,NY,16,1,M,202-225-2464,,http://engel.house.gov,,2462 Rayburn House Office Building,E000179,26972,H8NY19058,400122,N00001003,RepEliotEngel,http://www.opencongress.org/wiki/Eliot_Engel,http://youtube.com/engel2161,1.03356E+11,,,2/18/47,Rep.Engel@opencongress.org
Rep,Representative,Philip,,English,,Phil,R,PA,3,0,M,,,http://www.house.gov/english,,,E000187,21865,H4PA21051,400123,N00001427,,http://www.opencongress.org/wiki/Philip_English,,,,,6/20/56,
Sen,Senator,John,Eric,Ensign,,,R,NV,Junior Seat,0,M,,,http://ensign.senate.gov,,,E000194,22139,S8NV00073,300040,N00006619,SenEnsign,http://www.opencongress.org/wiki/John_Ensign,http://youtube.com/SenatorEnsign,johnensign,,I,3/25/58,
Rep,Representative,Anna,G.,Eshoo,,,D,CA,18,1,F,202-225-8104,,http://eshoo.house.gov,,241 Cannon House Office Building,E000215,26741,H8CA12098,400124,N00007335,RepAnnaEshoo,http://www.opencongress.org/wiki/Anna_Eshoo,http://youtube.com/RepAnnaEshoo,1.7498E+11,,,12/13/42,Rep.Eshoo@opencongress.org
Rep,Representative,Bob,R.,Etheridge,,,D,NC,2,0,M,,,http://www.house.gov/etheridge,,,E000226,118,H6NC02080,400125,N00002269,,http://www.opencongress.org/wiki/Bob_Etheridge,,,,,8/7/41,
Rep,Representative,Terry,,Everett,,,R,AL,2,0,M,,,http://www.everett.house.gov,,,E000268,26711,H2AL02067,400127,N00003083,,http://www.opencongress.org/wiki/Terry_Everett,,,,,2/15/37,
Sen,Senator,Michael,B.,Enzi,,,R,WY,Senior Seat,1,M,202-224-3424,202-228-0359,http://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,379a Russell Senate Office Building,E000285,558,S6WY00126,300041,N00006249,SenatorEnzi,http://www.opencongress.org/wiki/Michael_Enzi,http://youtube.com/senatorenzi,23068049436,,II,2/1/44,Sen.Enzi@opencongress.org
Rep,Representative,Rahm,,Emanuel,,,D,IL,5,0,M,,,http://www.house.gov/emanuel,,,E000287,33530,H2IL05092,400120,N00024813,,http://www.opencongress.org/wiki/Rahm_Emanuel,,,,,11/29/59,
Rep,Representative,Keith,Maurice,Ellison,,,D,MN,5,1,M,202-225-4755,,http://ellison.house.gov,,2263 Rayburn House Office Building,E000288,38982,H6MN05183,412215,N00028257,KeithEllison,http://www.opencongress.org/wiki/Keith_Ellison,http://youtube.com/RepKeithEllison,7997462059,,,8/4/63,Rep.Ellison@opencongress.org
Rep,Representative,Brad,,Ellsworth,,,D,IN,8,0,M,,,http://ellsworth.house.gov,,,E000289,57497,H6IN08210,412206,N00027575,,http://www.opencongress.org/wiki/Brad_Ellsworth,http://youtube.com/RepBradEllsworth,,,,9/11/58,
Rep,Representative,Donna,F.,Edwards,,,D,MD,4,0,F,202-225-8699,202-225-8714,http://donnaedwards.house.gov,https://forms.house.gov/formdonnaedwards/issue_subscribe.shtml,2445 Rayburn House Office Building,E000290,65085,H6MD04183,412263,N00028249,RepDonnaEdwards,http://www.opencongress.org/wiki/Donna_Edwards,http://youtube.com/RepDonnaFEdwards,1.07297E+11,,,6/28/58,
Rep,Representative,Renee,L.,Ellmers,,,R,NC,2,0,F,202-225-4531,202- 225-5662,http://ellmers.house.gov,https://ellmersforms.house.gov/contact-us1,1210 Longworth House Office Building,E000291,120897,H0NC02059,412457,N00031513,RepReneeEllmers,http://www.opencongress.org/wiki/Renee_Ellmers,http://youtube.com/repreneeellmers,1.67641E+14,,,2/9/64,
Rep,Representative,Elizabeth,H.,Esty,,,D,CT,5,1,F,202-225-4476,,http://esty.house.gov,,221 Cannon House Office Building,E000293,72826,H2CT05131,412524,N00033217,RepEsty,,http://youtube.com/RepEsty,2.92077E+14,,,8/25/59,Rep.Esty@opencongress.org
Rep,Representative,Tom,,Emmer,,,R,MN,6,1,M,202-225-2331,,https://emmer.house.gov,,315 Cannon House Office Building,E000294,,H4MN06087,412639,N00035440,RepTomEmmer,,,reptomemmer,,,3/3/61,Rep.Emmer@opencongress.org
Sen,Senator,Joni,,Ernst,,,R,IA,Junior Seat,1,F,202-224-3254,,http://www.ernst.senate.gov/public,,111 Russell Senate Office Building,E000295,,S4IA00129,412667,N00035483,SenJoniErnst,,,3.51672E+14,,II,7/1/70,Sen.Ernst@opencongress.org
Rep,Representative,Dwight,,Evans,,,D,PA,2,1,M,202-225-4001,,https://evans.house.gov/,,1105 Longworth House Office Building,E000296,9128,H6PA02171,412677,N00038450,,,,,,,5/16/54,Rep.Evans@opencongress.org
Rep,Representative,Adriano,,Espaillat,,,D,NY,13,1,M,202-225-4365,,,,1630 Longworth House Office Building,E000297,,,412718,,,,,,,,,
Del,Senator,Eni,F. H.,Faleomavaega,,,D,AS,0,0,M,202-225-8577,202-225-8757,http://faleomavaega.house.gov,https://faleomavaega.house.gov/contact/email-me,2422 Rayburn House Office Building,F000010,774,H0AS00018,400128,N00007632,EFaleomavaega,http://www.opencongress.org/wiki/Eni_Faleomavaega,,6.17467E+14,,,8/15/43,
