,description,google_link,link,name,thumbnail
352,"Indivisible Long Beach CA. 528 likes · 212 talking about this. Standing together 
against Donald J Trump and political extremism in Long Beach, CA. We...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleLongBeachCA/&sa=U&ved=0ahUKEwj2_sPqsOvSAhVj9IMKHeGsAD4QFggUMAA&usg=AFQjCNGrewpZhfF4A3QQLxZ6nT9x-q3auw,https://www.facebook.com/IndivisibleLongBeachCA/,Indivisible Long Beach CA | Facebook,
353,"Indivisible Long Beach. 58 likes · 7 ... Long Beach will assure that change 
happens.... ... Fri 3:00 PM PST · Congressmember Alan Lowenthal · Long Beach, 
CA.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleLongBeach/&sa=U&ved=0ahUKEwj2_sPqsOvSAhVj9IMKHeGsAD4QFggZMAE&usg=AFQjCNGjUhN78D-vdJJocEBQnNMT0WViOA,https://www.facebook.com/IndivisibleLongBeach/,Indivisible Long Beach | Facebook,
355,"Find Meetups in Long Beach, California about Movements and meet people in 
your local community who ... Indivisible OC 45 Tustin, Orange, Anaheim Hills.",http://www.google.com/url?q=https://www.meetup.com/cities/us/ca/long_beach/movements/&sa=U&ved=0ahUKEwj2_sPqsOvSAhVj9IMKHeGsAD4QFggjMAM&usg=AFQjCNE4R4SAS_qMqIdSt6MWVwigDaBZGQ,https://www.meetup.com/cities/us/ca/long_beach/movements/,Movements Meetups in Long Beach - Meetup,
356,"Jan 20, 2017 ... I'm in Lakewood and I'm a member of Long Beach TWW. ... The California's 
Nurses Association is hosting a rally organized by Bernie Sanders ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/events/236772703/&sa=U&ved=0ahUKEwj2_sPqsOvSAhVj9IMKHeGsAD4QFggoMAQ&usg=AFQjCNGnfVoOSmVCWyf96nu--efyC8wXTg,https://www.meetup.com/Indivisible-Orange-County/events/236772703/,Review the Indivisible Guide and Discuss - Indivisible Orange ...,
357,Indivisible Orange County is a group for those who are interested in working ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/&sa=U&ved=0ahUKEwj2_sPqsOvSAhVj9IMKHeGsAD4QFgguMAU&usg=AFQjCNHGsRVws-dBt9vP7iqFykbs80qJqg,https://www.meetup.com/Indivisible-Orange-County/,"Indivisible Orange County (Huntington Beach, CA) | Meetup",
364,"Arizona Indivisible. 576 likes · 47 talking about this. Progressive Community 
Action for Arizona.",http://www.google.com/url?q=https://www.facebook.com/ArizonaIndivisible/&sa=U&ved=0ahUKEwju_OrqsOvSAhVM1oMKHQE3ClgQFggjMAM&usg=AFQjCNFyU6HVor4kobVRVxWgpbe3TBZIjQ,https://www.facebook.com/ArizonaIndivisible/,Arizona Indivisible | Facebook,
367,"... INDIVISIBLE North San Diego County 1,044 Citizen Activists | San Marcos, CA 
.... Grassroots Progressives 110 Workers for political change | Costa Mesa, CA .... 
Our Revolution - Valley of the Sun Chapter - AZ 64 Members | Fountain Hills, ...",http://www.google.com/url?q=https://www.meetup.com/topics/grassrootsprog/all/&sa=U&ved=0ahUKEwju_OrqsOvSAhVM1oMKHQE3ClgQFgg0MAY&usg=AFQjCNEaCGLaZlOcEOIr2D8mY-Y9-5MyDQ,https://www.meetup.com/topics/grassrootsprog/all/,All Grassroots Progressives Meetups - Meetup,
368,"1,045 Tea Party Members | Tampa, FL · INDIVISIBLE North San Diego ...... VA · #
Resist: Mesa 216 Members | Mesa, AZ · Party for Socialism and Liberation, Los ...",http://www.google.com/url?q=https://www.meetup.com/topics/activism/all/&sa=U&ved=0ahUKEwju_OrqsOvSAhVM1oMKHQE3ClgQFgg5MAc&usg=AFQjCNGa5rR7Q1KTBCugsuItHIRiEuHHSg,https://www.meetup.com/topics/activism/all/,All Activism Meetups - Meetup,
369,"... INDIVISIBLE North San Diego County 1,043 Citizen Activists | San Marcos, CA 
..... East Valley Progressive Craftivists 38 Members | Mesa, AZ · Our Revolution ...",http://www.google.com/url?q=https://www.meetup.com/topics/wisconsin-progressives/all/&sa=U&ved=0ahUKEwju_OrqsOvSAhVM1oMKHQE3ClgQFgg-MAg&usg=AFQjCNHcbCxaD37SD088qsfDJJ2l8cSVog,https://www.meetup.com/topics/wisconsin-progressives/all/,All Progressives Meetups - Meetup,
371,"Indivisible KC is a non-partisan, issues-focused grassroots community of Kansas 
Citians, ... to opposing the Trump agenda, locally in both Kansas and Missouri.",http://www.google.com/url?q=http://www.indivisiblekc.com/&sa=U&ved=0ahUKEwj2naLrsOvSAhXo24MKHT-ID5cQFggUMAA&usg=AFQjCNFg_TmvAjb5QrrxwKVYNcwQOGkmFg,http://www.indivisiblekc.com/,Indivisible Kansas City - Home,
375,"Feb 24, 2017 ... Indivisible KC - Reproductive Rights Rally (KS). Tell a friend ... Please note this 
event is not hosted by Resist Hate KC. ... Kansas City, MO.",http://www.google.com/url?q=https://www.meetup.com/ResistHateKC/events/237824550/&sa=U&ved=0ahUKEwj2naLrsOvSAhXo24MKHT-ID5cQFggmMAQ&usg=AFQjCNEbZ_dbCoRT42tYxODjFBeJ1x_xHw,https://www.meetup.com/ResistHateKC/events/237824550/,Indivisible KC - Reproductive Rights Rally (KS) - Resist Hate KC ...,
376,"Feb 22, 2017 ... Guest speakers at Town Hall will include Kansas State Reps* and policy experts: 
Nancy Lusk (D-22), ... Indivisible KC, in partnership with Indivisible LFK, will host 
a public town hall meeting to ask our ... Kansas City, MO.",http://www.google.com/url?q=https://www.meetup.com/ResistHateKC/events/237824350/&sa=U&ved=0ahUKEwj2naLrsOvSAhXo24MKHT-ID5cQFggsMAU&usg=AFQjCNHfQr0ABm8lIROdHvmjcr4m_pkSpg,https://www.meetup.com/ResistHateKC/events/237824350/,Indivisible KC - Constituent Town Hall (KS) - Resist Hate KC ...,
383,"Indivisible Omaha works to beat back the Trump agenda and we understand that 
... It is time that Nebraska's fair employment laws get updated to include sexual ...",http://www.google.com/url?q=https://www.facebook.com/standindivisibleomaha/&sa=U&ved=0ahUKEwiz0sfrsOvSAhWC5oMKHbhDCuIQFggeMAI&usg=AFQjCNE3dB6Bn89W0MBTdHTI_Boc-CcAwg,https://www.facebook.com/standindivisibleomaha/,Indivisible Omaha | Facebook,
392,"Cleveland, OH. ... To see more from Indivisible Guide on Facebook, log in or 
create an account. Sign UpLog In. Not Now. English (US) · Español · Português ...",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/photos/a.198948293902381.1073741828.197760674021143/211020702695140/%3Ftype%3D3&sa=U&ved=0ahUKEwjr2vPrsOvSAhUn1oMKHUAHC5kQFgggMAI&usg=AFQjCNFAXzcI8_ASRVpVJD-ozXgERXGINw,https://www.facebook.com/indivisibleguide/photos/a.198948293902381.1073741828.197760674021143/211020702695140/?type=3,"Cleveland, OH. - Indivisible Guide | Facebook",
393,"Indivisible CLE is grassroots activist movement to resist the Trump agenda and ... 
Tue 4:00 PM EDT · 850 Euclid Ave, Cleveland, OH 44114-3305, United States.",http://www.google.com/url?q=https://www.facebook.com/indivisiblecle/&sa=U&ved=0ahUKEwjr2vPrsOvSAhUn1oMKHUAHC5kQFgglMAM&usg=AFQjCNFEGpg4ZbJwZHaoBqUCfGlwaqNB1w,https://www.facebook.com/indivisiblecle/,Indivisible CLE | Facebook,
395,"We are residents of the Columbus, Ohio, area who are committed to resisting the 
... the release of Indivisible: A Practical Guide For Resisting the Trump Agenda.",http://www.google.com/url?q=http://indivisiblecolumbus.com/&sa=U&ved=0ahUKEwjr2vPrsOvSAhUn1oMKHUAHC5kQFggwMAU&usg=AFQjCNGLu6HFh062fN5GsUR-MiWA9qNVPw,http://indivisiblecolumbus.com/,"Indivisible Columbus | Resisting the Trump Agenda in Columbus, Ohio",
398,"The Cleveland and The suburbs of Cleveland action Democrats. ... Action alert 
the Indivisible a practical guild for resisting Trump. Tell a friend ... Cleveland, OH.",http://www.google.com/url?q=https://www.meetup.com/The-Cleveland-and-The-suburbs-of-Cleveland-action-Democrats/events/236953433/&sa=U&ved=0ahUKEwjr2vPrsOvSAhUn1oMKHUAHC5kQFghAMAg&usg=AFQjCNEJmxIjjixbYKPfC_fw-em-vONCww,https://www.meetup.com/The-Cleveland-and-The-suburbs-of-Cleveland-action-Democrats/events/236953433/,Action alert the Indivisible a practical guild for resisting Trump - The ...,
400,"Indivisible Virginia. 2265 likes · 457 talking about this. A network to help people 
in Virginia connect with the Indivisible movement and support each...",http://www.google.com/url?q=https://www.facebook.com/Indivisible-Virginia-1903755849854484/&sa=U&ved=0ahUKEwjkwJvssOvSAhVr34MKHViQAYgQFggUMAA&usg=AFQjCNFas3czdy7ghPCt8isSVrkaspd2XQ,https://www.facebook.com/Indivisible-Virginia-1903755849854484/,Indivisible Virginia | Facebook,
406,"Existing Virginia Indivisible Websites. Lexington ... Manassas, VA 20110. Phone: 
(703) 361-3192. Fax: (703) 361- ... 804.771.2221. Roanoke Virginia Beach ...",http://www.google.com/url?q=http://indivisibleva.net/&sa=U&ved=0ahUKEwjkwJvssOvSAhVr34MKHViQAYgQFgg1MAY&usg=AFQjCNFD4-3rpOLYlsQTCLBDqXvdmHyldA,http://indivisibleva.net/,Indivisible Virginia,
409,"The Peninsula Indivisible and Middle Peninsula Progressives will sponsor a 
Stand Up! Rally in Williamsburg, VA at Williamsburg Players, 200 Hubbard Lane 
on ...",http://www.google.com/url?q=https://www.meetup.com/en-AU/Resist-Virginia-Beach/&sa=U&ved=0ahUKEwjkwJvssOvSAhVr34MKHViQAYgQFghFMAk&usg=AFQjCNEql06gynNoFjvef-fo7Kcq55TsqQ,https://www.meetup.com/en-AU/Resist-Virginia-Beach/,"#Resist: Virginia Beach (Virginia Beach, VA) | Meetup",
411,"You've found Miami's home for the Indivisible Movement. Our single goal is to 
resist ... Tue 2:00 PM EDT · 8669 NW 36th St, #110 Miami, FL 33166. Causes.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleMiami/&sa=U&ved=0ahUKEwjt1cTssOvSAhXq54MKHeVMBAoQFggZMAE&usg=AFQjCNH58q43K0Sj1tki0fUYPa3k2MgRrA,https://www.facebook.com/IndivisibleMiami/,Indivisible Miami | Facebook,
412,"Stephen P. Milo shared a link to the group: Indivisible Miami-Dade and Broward. · 
March 17 at 6:28am · Virginia Gardens, FL ·. WE CAN'T LET FEAR AND HATE ...",http://www.google.com/url?q=https://www.facebook.com/indivisiblemdb/&sa=U&ved=0ahUKEwjt1cTssOvSAhXq54MKHeVMBAoQFggeMAI&usg=AFQjCNEV_yACnQ7LcZql7sQ9D44gKzc8NQ,https://www.facebook.com/indivisiblemdb/,Indivisible Miami-Dade and Broward | Facebook,
413,"INDIVISIBLE MIAMI-DADE AND BROWARD While the Indivisible movement 
shares the common purpose of... ... March 15 at 6:19pm · Miami Beach, FL.",http://www.google.com/url?q=https://www.facebook.com/groups/1875936029284938/&sa=U&ved=0ahUKEwjt1cTssOvSAhXq54MKHeVMBAoQFggjMAM&usg=AFQjCNHIZWckOvZv7XtdZnP_WhAkMPiXkw,https://www.facebook.com/groups/1875936029284938/,Indivisible Miami-Dade and Broward Public Group | Facebook,
414,"INDIVISIBLE MIAMI-DADE AND BROWARD While the Indivisible movement 
shares the ... Church By The Glades 400 Lakeview Dr Coral Springs FL 33071.",http://www.google.com/url?q=https://www.facebook.com/groups/1875936029284938/events/&sa=U&ved=0ahUKEwjt1cTssOvSAhXq54MKHeVMBAoQFggoMAQ&usg=AFQjCNG7TvCC6FFkRCZzdG01A9HZuUAFQA,https://www.facebook.com/groups/1875936029284938/events/,Indivisible Miami-Dade and Broward Public Group | Facebook,
415,"Indivisible South Florida is here to Plug You In, Turn You On and Keep You Lit on 
... Tue 12:00 PM EDT · 8669 NW 36th St, Miami, FL 33166-6621, United States.",http://www.google.com/url?q=https://www.facebook.com/Indivisible954/&sa=U&ved=0ahUKEwjt1cTssOvSAhXq54MKHeVMBAoQFggtMAU&usg=AFQjCNG-ty3HO7HV43QLWHR6Fgsg9723Pw,https://www.facebook.com/Indivisible954/,Indivisible South Florida | Facebook,
416,"Indivisible South Florida Meeting / Postcard PARTY. Public ... INDVSFL. #
WhyIMarch #Indivisible954 Indivisible Guide Indivisible Miami #SwampCabinet.",http://www.google.com/url?q=https://www.facebook.com/events/1423718784601554/&sa=U&ved=0ahUKEwjt1cTssOvSAhXq54MKHeVMBAoQFggyMAY&usg=AFQjCNEx1hfluDiWkssGPqch2m1rRiDV-A,https://www.facebook.com/events/1423718784601554/,Indivisible South Florida Meeting / Postcard PARTY - Facebook,
420,"Jan 30, 2017 ... Welcome, Here's how to get started quickly. 1st - If you have not already done so, 
read the Indivisible Guide: https://www.indivisibleguide.com/ ...",http://www.google.com/url?q=http://indivisibleoakland.blogspot.com/&sa=U&ved=0ahUKEwi-luXssOvSAhVo9IMKHRiuApUQFggUMAA&usg=AFQjCNH4hOPGNi2QlSt2Ildw-Wt_a4B4iw,http://indivisibleoakland.blogspot.com/,Indivisible Oakland,
422,"Feb 15, 2017 ... Our mission and methods are outlined in the “Indivisible Gu. ... Where: The Port 
Co-working Space,[masked]th St. Oakland, CA, 3rd floor, Large ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Oakland/events/237658042/&sa=U&ved=0ahUKEwi-luXssOvSAhVo9IMKHRiuApUQFggfMAI&usg=AFQjCNHSOIVXwKvM5kvPCr130sv04XDo3A,https://www.meetup.com/Resist-Oakland/events/237658042/,Indivisible Lake Merritt Weekly Meeting - #Resist: Oakland (Oakland ...,
423,#Resist: Oakland · Home · Members ... Our mission and methods are outlined ...,http://www.google.com/url?q=https://www.meetup.com/Resist-Oakland/events/237879072/&sa=U&ved=0ahUKEwi-luXssOvSAhVo9IMKHRiuApUQFgglMAM&usg=AFQjCNFzlpsyqgP2aNT69n7DJH61RK5zgQ,https://www.meetup.com/Resist-Oakland/events/237879072/,Indivisible Lake Merritt Biweekly Meeting - #Resist: Oakland ...,
424,"Join Indivisible East Bay, Representative Barbara Lee, and fellow progressives to 
find out: ... Sat 9:00 AM PDT · Laney College Gymnasium · Oakland, CA.",http://www.google.com/url?q=https://www.facebook.com/indivisibleeb/&sa=U&ved=0ahUKEwi-luXssOvSAhVo9IMKHRiuApUQFggtMAQ&usg=AFQjCNGIq7IPvrO7mVsuMzilIYY9JUDxyA,https://www.facebook.com/indivisibleeb/,Indivisible East Bay | Facebook,
425,"Joseph Burg's photo. JAN11. Indivisible East Bay - Organizing Meeting ... 2221 
Broadway, Oakland, California 94612 ... email: east.bay.indivisible@gmail.com",http://www.google.com/url?q=https://www.facebook.com/events/774139496072675/&sa=U&ved=0ahUKEwi-luXssOvSAhVo9IMKHRiuApUQFggyMAU&usg=AFQjCNF73x1HiNE_my6yWdP6RbIWDbvh_A,https://www.facebook.com/events/774139496072675/,Indivisible East Bay - Organizing Meeting - Facebook,
426,"Indivisible Berkeley. 1098 likes · 255 talking about this. We are progressives in 
Berkeley, CA working hard to resist the Trump agenda.",http://www.google.com/url?q=https://www.facebook.com/BerkeleyIndivisible/&sa=U&ved=0ahUKEwi-luXssOvSAhVo9IMKHRiuApUQFgg3MAY&usg=AFQjCNFPb5sQRDTR3mmnfDsfVWnLMS2rVw,https://www.facebook.com/BerkeleyIndivisible/,Indivisible Berkeley | Facebook,
432,"SATURDAY, 02/11/17 – RALLY & MORAL MARCH ON RALEIGH - Historic 
Thousands ... Indivisible-NCDistrict48 shared Our Revolution - Asheville, NC's 
event.",http://www.google.com/url?q=https://www.facebook.com/Indivisible.NC/&sa=U&ved=0ahUKEwjE2ortsOvSAhWq7IMKHXe2DoQQFggfMAI&usg=AFQjCNHrN6ddsjy01pYcNkYoDACBwFm_ig,https://www.facebook.com/Indivisible.NC/,Indivisible-NCDistrict48 | Facebook,
433,"NC For Liberty #Indivisible Meeting. March 5 · 1:00 PM. Bottle Rev3. We have 
been meeting weekly since inauguration for strategizing, updating, and planning
 ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Raleigh/events/237958245/&sa=U&ved=0ahUKEwjE2ortsOvSAhWq7IMKHXe2DoQQFggkMAM&usg=AFQjCNHY2R-6x_9t4zq6FTSASWCeW50a0g,https://www.meetup.com/Resist-Raleigh/events/237958245/,"NC For Liberty #Indivisible Meeting - #Resist: Raleigh (Raleigh, NC ...",
440,"Indivisible Tulsa. 751 likes · 245 talking about this. Indivisible Tulsa is a non-
partisan group of concerned citizens in Tulsa, Oklahoma working to...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleTulsa/&sa=U&ved=0ahUKEwjc1qrtsOvSAhXLy4MKHWiqDZcQFggUMAA&usg=AFQjCNFpzzqKFykRbqh_Ai_wIJzPJudVnw,https://www.facebook.com/IndivisibleTulsa/,Indivisible Tulsa | Facebook,
451,Helpful Links • March For Science MN • March For Science DC Background ...,http://www.google.com/url?q=https://www.meetup.com/edinaindivisible/&sa=U&ved=0ahUKEwjpmdHtsOvSAhUp4YMKHe9aDLwQFggZMAE&usg=AFQjCNGsv_kS90q61PUj6pbWgxjTkHUVDg,https://www.meetup.com/edinaindivisible/,"Edina Indivisible (Minneapolis, MN) | Meetup",
455,"Indivisible North. 474 likes ... Indivisible North updated their cover photo. · 
Yesterday at .... Mon 6:00 PM CDT · The Soap Factory · Minneapolis, MN. 854 
people ...",http://www.google.com/url?q=https://www.facebook.com/indivisiblenorth/&sa=U&ved=0ahUKEwjpmdHtsOvSAhUp4YMKHe9aDLwQFgg3MAU&usg=AFQjCNGs2l_r4jdPh15ztOpz1tOS02rp0g,https://www.facebook.com/indivisiblenorth/,Indivisible North | Facebook,
460,"If you do not see one that fits with you listed here, check out Indivisible, to see if 
there is ... Indivisible Front Range Resistance ... Colorado Springs, CO 80907.",http://www.google.com/url?q=https://indivisiblecolorado.net/indivco/&sa=U&ved=0ahUKEwi03fjtsOvSAhVL6oMKHfX1CY0QFggUMAA&usg=AFQjCNFULhBCRWNBab3s9O3_lUiKvi8G4A,https://indivisiblecolorado.net/indivco/,Indivisible Colorado Groups — Indivisible Colorado,
461,"Research, Discussion, and Taking Action! Best Practices to Make Congress 
Listen! Southern Colorado Indivisible: Guidance and Taking Significant Steps to 
Re.",http://www.google.com/url?q=https://www.meetup.com/Southern-Colorado-Indivisible/&sa=U&ved=0ahUKEwi03fjtsOvSAhVL6oMKHfX1CY0QFggZMAE&usg=AFQjCNGOSEaCU02OHZeHfxMs3CIIJPn-Dg,https://www.meetup.com/Southern-Colorado-Indivisible/,"Southern Colorado Indivisible (Colorado Springs, CO) | Meetup",
462,"Jan 22, 2017 ... We had a great march in the Springs today ( Saturday 1-21). Were any ""
indivisible groups"" involved. ? MoveOn sent some people SURJ did ...",http://www.google.com/url?q=https://www.meetup.com/Colorado-Springs-Grassroots-Progessives/events/236974878/&sa=U&ved=0ahUKEwi03fjtsOvSAhVL6oMKHfX1CY0QFggeMAI&usg=AFQjCNFC5ycc5YV652ak1kR-DAuaR_3u8g,https://www.meetup.com/Colorado-Springs-Grassroots-Progessives/events/236974878/,Indivisible Group Planning- From Jan 15th - Colorado Springs ...,
465,"Indivisible Colorado. 47 likes · 5 ... Indivisible Colorado shared Sean Korbitz's 
post. · February 4 · .... Sun 2:00 PM MST · Denver Capitol Building · Denver, CO.",http://www.google.com/url?q=https://www.facebook.com/Indivisible-Colorado-1657890197845136/&sa=U&ved=0ahUKEwi03fjtsOvSAhVL6oMKHfX1CY0QFggvMAU&usg=AFQjCNFT0USHm8ZZELAfVQx6mznk9Pab9w,https://www.facebook.com/Indivisible-Colorado-1657890197845136/,Indivisible Colorado | Facebook,
466,"Indivisible Weekly Calls to Action: March 20, 2017 ... Democratic officials huddled 
Tuesday to plot their attack on the House's bill. politi.co. LikeCommentShare .... A 
few weeks ago, Indivisible Michigan - District 11 held a missing members ...",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/&sa=U&ved=0ahUKEwi03fjtsOvSAhVL6oMKHfX1CY0QFgg0MAY&usg=AFQjCNFpP9JwS_tGktBlAc8Dm2ZKHrp5oA,https://www.facebook.com/indivisibleguide/,Indivisible Guide | Facebook,
467,"539 jobs ... The Freethinkers of Colorado Springs hold that Reason and free inquiry... ... your 
profile search of Product Engineer in Colorado Springs, CO 80932.",http://www.google.com/url?q=https://www.facebook.com/Freethinkers-and-Humanists-of-Colorado-Springs-113429472029842/&sa=U&ved=0ahUKEwi03fjtsOvSAhVL6oMKHfX1CY0QFgg5MAc&usg=AFQjCNH6jCTaICn3FAVQ5KEpEjz-h8nuQw,https://www.facebook.com/Freethinkers-and-Humanists-of-Colorado-Springs-113429472029842/,Freethinkers and Humanists of Colorado Springs | Facebook,
472,"Inspired by the Indivisible Project, we are uniting any and all constituents of ... A 
federal judge in Hawaii issued a nationwide temporary restraining order that ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleOR1/&sa=U&ved=0ahUKEwibnZvusOvSAhUL0YMKHdGcDmYQFggdMAI&usg=AFQjCNHAwqEPEEyAyzHrhruw9hxZgkCtoA,https://www.facebook.com/IndivisibleOR1/,Indivisible OR-1 | Facebook,
477,"Cucalorus Film Festival - Nov 12, 2016 - 1:15 PM - Wilmington, NC. *director and 
editor Q&A after screening. ​. Hawaii International Film Festival - Honolulu, HI.",http://www.google.com/url?q=https://www.indivisiblefilm.com/&sa=U&ved=0ahUKEwibnZvusOvSAhUL0YMKHdGcDmYQFgg0MAc&usg=AFQjCNFRpovGPYOtzyvcK34sGGR57fzljA,https://www.indivisiblefilm.com/,indivisible,
479,"Indivisible DFW, Dallas, Texas. 1121 likes · 1177 talking about this. The mission 
of IndivisibleDFW is to build an inclusive coalition to fight the...",http://www.google.com/url?q=https://www.facebook.com/indivisibleDFW/&sa=U&ved=0ahUKEwiRpL_usOvSAhWrzIMKHedrDZcQFggUMAA&usg=AFQjCNH9aTpJw9fzmUAedaHqsyQIaJrhEw,https://www.facebook.com/indivisibleDFW/,Indivisible DFW | Facebook,
484,"Find your Texas State Rep Governor Greg Abbott (800) 843-5789 (512) ... Texas 
State Senate District 4–Senator Brandon Creighton ..... Arlington TX 76017",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwiRpL_usOvSAhWrzIMKHedrDZcQFggwMAU&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,
487,"Indivisible. We listen. Share Your Voice. Join our email list. Thank you for joining 
... Indivisible, USA · Pave the Way · Donate. 202.683.6048 weare@indivisible.us.",http://www.google.com/url?q=https://www.indivisible.us/author/indivisible/page/2/&sa=U&ved=0ahUKEwiRpL_usOvSAhWrzIMKHedrDZcQFghAMAg&usg=AFQjCNHStrN73FCyKsyyubHbzsf-3yEMNQ,https://www.indivisible.us/author/indivisible/page/2/,"Indivisible, Author at Indivisible - Page 2 of 6",
490,"Indivisible KS-3. 371 likes · 97 talking about this. KS congressional district 3 
coming together to organize and take action in opposition to the Trump...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleKS/&sa=U&ved=0ahUKEwj3h_PusOvSAhXs7IMKHbqeDA4QFggeMAI&usg=AFQjCNH01SdJAjytzbej6iLeteT0viKfVQ,https://www.facebook.com/IndivisibleKS/,Indivisible KS-3 | Facebook,
491,"Indivisible LFK shared Loud Light's live video. · March 9 at 7:16am · .... Sat 3:00 
PM CDT · James Thompson for Kansas · Wichita, KS. 28 people interested.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleLFK/%3Fhc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwj3h_PusOvSAhXs7IMKHbqeDA4QFggjMAM&usg=AFQjCNF-8zyI4J5hhm3j8Brtkj3DiVp_4g,https://www.facebook.com/IndivisibleLFK/?hc_ref=PAGES_TIMELINE,Indivisible LFK | Facebook,
492,"Indivisible LFK. ... Indivisible LFK shared Alliance for a Healthy Kansas's event. 
.... A group will be going to Wichita to canvas for James Thompson on March ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleLFK/&sa=U&ved=0ahUKEwj3h_PusOvSAhXs7IMKHbqeDA4QFggoMAQ&usg=AFQjCNFEtdt99eozTck71QXeON2I_fub2A,https://www.facebook.com/IndivisibleLFK/,Indivisible LFK | Facebook,
493,"Feb 15, 2017 ... Our Senators and Representatives have not scheduled any Kansas City ... Based 
on an article from the Wichita NPR station, we have learned ...",http://www.google.com/url?q=http://www.indivisiblekc.com/calls-to-action&sa=U&ved=0ahUKEwj3h_PusOvSAhXs7IMKHbqeDA4QFggtMAU&usg=AFQjCNFM2vO2cFrxg5twceoV3xfdWH4hXA,http://www.indivisiblekc.com/calls-to-action,Indivisible Kansas City - Calls to Action,
494,Join Kansas Indivisible and Elem Technologies on April 1st on the stairs of ...,http://www.google.com/url?q=https://www.meetup.com/Resist-Wichita/&sa=U&ved=0ahUKEwj3h_PusOvSAhXs7IMKHbqeDA4QFggzMAY&usg=AFQjCNETZNaPfscV74aR_fwVCo9YmeZpPQ,https://www.meetup.com/Resist-Wichita/,"#Resist: Wichita (Wichita, KS) | Meetup",
495,"Apr 1, 2017 ... Join Kansas Indivisible and Elem Technologies on April 1st ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Wichita/events/238336293/&sa=U&ved=0ahUKEwj3h_PusOvSAhXs7IMKHbqeDA4QFgg9MAc&usg=AFQjCNFPFBzY6EIvAphOkROJ_hMkyiTZiA,https://www.meetup.com/Resist-Wichita/events/238336293/,"""Fire the Fool"" Rally - Topeka - #Resist: Wichita (Wichita, KS) | Meetup",
498,"Indivisible is a very specific, highly effective action plan written by ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-St-Louis/&sa=U&ved=0ahUKEwj1npfvsOvSAhUF5IMKHapgAjAQFggUMAA&usg=AFQjCNEirL-rbDb85ZZQrZnNjycTPINgiw,https://www.meetup.com/Indivisible-St-Louis/,"St. Louis Indivisible (Saint Louis, MO) | Meetup",
500,"Mon 7:00 PM CDT · TGI Fridays (Creve Coeur, MO) · Creve Coeur, MO. Books ⋅ 
Literature ..... Teri Murphy, Indivisible St. Louis, Terri Penn and 9 others like this.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleSt.Louis/&sa=U&ved=0ahUKEwj1npfvsOvSAhUF5IMKHapgAjAQFggjMAI&usg=AFQjCNFLMmGFXakIIJqSmDvDDWQAT_79Lw,https://www.facebook.com/IndivisibleSt.Louis/,Indivisible St. Louis | Facebook,
512,"Indivisible Guide. 160006 likes · 31772 talking about this. Former congressional 
staffers reveal best practices for making Congress listen.",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/&sa=U&ved=0ahUKEwjk28HvsOvSAhUlxoMKHXbXCKwQFggrMAQ&usg=AFQjCNFpP9JwS_tGktBlAc8Dm2ZKHrp5oA,https://www.facebook.com/indivisibleguide/,Indivisible Guide | Facebook,
513,"Indivisible Tampa-Reject Rex Round 2. Public. · Hosted by Michael ... pin. Show 
Map. Hide Map. 5201 W John F Kennedy Blvd, Tampa, FL 33609, United States ...",http://www.google.com/url?q=https://www.facebook.com/events/1277868775584906/&sa=U&ved=0ahUKEwjk28HvsOvSAhUlxoMKHXbXCKwQFggwMAU&usg=AFQjCNGm937Q8SY2xQTeOmmOrBPvbbm8Iw,https://www.facebook.com/events/1277868775584906/,Indivisible Tampa-Reject Rex Round 2 - Facebook,
514,"The State of Indivisible. So what has Indivisible been up to since our launch? You 
may be surprised. And you may want to get involved. Learn More ...",http://www.google.com/url?q=https://www.indivisible.us/&sa=U&ved=0ahUKEwjk28HvsOvSAhUlxoMKHXbXCKwQFgg1MAY&usg=AFQjCNH29TPsxAgL5mrLUjOvTmLzOnvKwg,https://www.indivisible.us/,Indivisible: Home,
